"subtype","dataset","disease_group","UMAP_1","UMAP_2","trimester"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.483636150441811,-1.93886157504124,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.44132994643624,7.85027602681118,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-1.89719437591012,7.03203824528652,"Late"
"MHCII+ Antigen-presenting","GSE290578","Normal 3rd trimester / Preeclampsia",0.653862247548745,0.571631107415734,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.117139289460824,-2.32030102244419,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.27831529609139,7.91459849842983,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.43616842261727,7.82043651112514,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.992401251874612,-2.14168569079441,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",1.25379289158408,0.168817690917486,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",1.52208364971702,-1.73198076716465,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.263732562146829,-4.82410093775791,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-3.00129627219613,8.18902257451015,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",-0.157199462570502,-1.81981977454227,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.2659370803016,7.94984725483852,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.84351085654671,7.94889405735928,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.18257807723458,7.98517278202969,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.79137109748299,7.2602186537643,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",1.82481742867057,-1.99011990061802,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-3.3385357760566,8.05589297779995,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.3644865655082,8.14368680485683,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",1.23180032738273,-2.07797643176121,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",1.19272948273246,-1.47895106307072,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-4.56026028624947,7.07516911992031,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",1.15631307133262,-2.06982609263462,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.590151975236581,-2.31179257861179,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.81212305060799,8.05447391041714,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.21305762759621,8.05832055577236,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.00411225327079096,-3.51156732073826,"Late"
"MHCII+ Antigen-presenting","GSE290578","Normal 3rd trimester / Preeclampsia",-0.522210290350272,-1.77277668944401,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.902676711164162,-2.94727560511631,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",1.14865458973472,-2.04967304698032,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.118503490768121,-2.26356884470982,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.318120846830056,-2.47720548144382,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.19896351329262,8.22397950657803,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",-0.191073750771834,-2.64317676058811,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.72674774161751,8.18371442326504,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.845184574208901,-3.40334841242832,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.90219544402535,8.25150826939541,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",1.33195854195182,-1.9539770745377,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.80816411010201,8.29072526463467,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",1.10290647514884,-1.81669434538883,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.04904459945138,7.59900477894741,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.970342407308266,-1.26650949946445,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",-0.151233141936614,-1.93202635279697,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",1.26015676029746,-1.94610544673008,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.40428399077828,7.35052588948208,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",1.01964343555991,-1.70659157267612,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.58446811667855,7.93479732045132,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-3.36668085090096,8.10082725056606,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",-0.236792435564353,-1.69337305060429,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",1.094854841314,-1.81284054747623,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",1.84946752556388,-1.9645161294083,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.918851981244729,-0.95659812918705,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",1.02238250740592,-1.78439840308231,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",-0.615899761833503,-2.7937466763596,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",1.26619661816184,-1.79218682280582,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.03838013640816,7.72400430211025,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.85642064579551,-2.88657113543552,"Late"
"Homeostatic","GSE290578","Normal 3rd trimester / Preeclampsia",-1.38881122104104,-2.53670236102146,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",1.59935749538963,-1.61400887003941,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.310349652848885,-2.34261342516941,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.56487511626656,8.01781323918301,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.17456244460519,7.88764909275967,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.101506511054681,-3.28886982432407,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.296817491136239,-2.26210590830845,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.81123923293526,8.23715833195644,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.48654674521859,8.17907479771572,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.27844952575143,8.20237020024258,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.437127778611825,-2.47375627985996,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",1.4524057007653,-1.64576813212437,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.217548260770486,-4.59833570948643,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",-0.398750880427911,-2.49293157092136,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.668349394879983,-1.07192656031651,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",-0.00668378702576361,-2.11794563761753,"Late"
"MKI67+ Proliferating","GSE290578","Normal 3rd trimester / Preeclampsia",3.35671545036857,-5.94972607127232,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",1.15890658863609,-2.00709411135715,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.81377862922127,7.67683890828091,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.300590643964456,-2.26661607256931,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",1.2481991148812,-2.05002328387302,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",-0.0620158516543647,-2.40735551348728,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-1.48818658820565,7.65774158009487,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.751987347684548,-1.95022555819553,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",-0.255003882266833,-2.19590231410068,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.46758293143685,7.36772969731289,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",-0.431188130446031,-2.42173596850437,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.180745432458566,-3.02618881693882,"Late"
"MKI67+ Proliferating","GSE290578","Normal 3rd trimester / Preeclampsia",3.58890558250968,-6.11249252787632,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.924800047956155,-1.99942776194614,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.71732830039437,8.08453134068447,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-1.50034712783272,7.97208407887417,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.800343046270058,-6.30439421168369,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.41244815818246,7.73929074772793,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.799574265561745,-1.09130808344883,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-1.73027466765816,7.24568751820522,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",1.01652658947532,-1.41562792292637,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.698477873883889,-2.80636307230991,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",1.33880902298515,-1.93855115405125,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.15260516635354,7.61346105107265,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-1.63421653739388,8.02781585225063,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.78155683509286,8.18505338200527,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.468247304044412,-4.33224579325718,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-1.70900975696023,7.85279658802944,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.77713335522239,-0.993211712751808,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.70266865722115,8.04065850743252,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.35558949939187,8.02227881916958,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.236415932260201,-2.30422827235264,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",1.71773673065727,-1.81379028788609,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-1.87190555564339,5.56537822255093,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-4.50512122146065,7.12384799488979,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",1.151779542051,-1.70071622363132,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",1.07901347645347,-1.65308996668858,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.93498362072532,-1.49797340861362,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-1.91533028117593,6.91692260273891,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",1.17273617752616,-1.87941953173679,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.509993324361489,-1.07999369135899,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.586108872972176,-3.18532678118748,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",-1.56388114921029,7.56327155598598,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-1.83398460380013,7.20066503056484,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",1.06963635452812,-1.66414889327091,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.292801568589852,-2.08695646754307,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.0233824945313195,-2.19956728449863,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.324467072568581,-3.26569959155125,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.25309466353829,7.53248933323818,"Late"
"MHCII+ Antigen-presenting","GSE290578","Normal 3rd trimester / Preeclampsia",0.605550894818948,-0.117763157997551,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",-0.187494581260039,-1.94222375384373,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.160815606198953,-2.19172331324619,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.0839479661804894,-5.10537430277866,"Late"
"Homeostatic","GSE290578","Normal 3rd trimester / Preeclampsia",1.67014170654838,-1.79569252959293,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",1.08087457188194,-1.51253017416996,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-1.82374369136269,8.03881457814175,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.43923281661446,7.82294753560024,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",1.2076135969979,-1.79604610434574,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",1.77392555244987,-1.92574783793491,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.201542923532174,-3.17028948298496,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-1.56771396628792,7.80604270466763,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.407378981195138,-3.94438978663486,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-1.83865641585763,7.36958411702114,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-1.90148066512521,7.18784955510097,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.37046872607644,7.94976857670742,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.0994219280106286,-2.60156985751194,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.456657121263192,-3.90368982783359,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",1.50322485931937,-2.33420154086155,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.14375556477134,-3.33072349062962,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.426119396768258,-1.1681054495911,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-1.71938525668557,7.26916841038662,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.70379256240304,7.3469753600021,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",-0.58530113629277,-2.34661289683384,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.58738588324959,7.69415095814663,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.189510533891366,-2.35019632807774,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.127449015460656,-2.90614673129124,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.242463955960915,-3.42740389338535,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.12239787944381,-2.25247951975864,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-3.52908967963631,5.59787610539394,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.431889543615029,-4.87656876078648,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-3.11087607375558,7.24166253575283,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.75845385559623,-2.61815186968845,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.78846429816659,8.28838494786221,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-1.80559026233132,7.38996890553432,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",1.12563682564323,-1.95316072932285,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.888079772077248,-2.45395132533115,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-4.10135268203194,3.82631019123989,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.174745926938699,-2.42042037478489,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",1.31123686798637,-1.77140971652073,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",-0.12798493138726,-3.13628002635044,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.54541896811898,7.64475778111416,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-3.90655230513985,3.83884790905911,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",1.7645120716912,-2.02719089022678,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.771484503827737,-3.37966343394321,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-1.72794031135018,7.43534472950893,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.38388608924325,7.54725698002773,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.0866120553833703,-1.90974017611546,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",-0.119385441459968,-2.3504819535355,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.227063248239205,-3.44217487803501,"Late"
"MHCII+ Antigen-presenting","GSE290578","Normal 3rd trimester / Preeclampsia",0.534407863698647,-1.83059903613132,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",-0.372547780324026,-2.66003605357212,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-1.8424020909446,6.10943320759731,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.57283853522713,7.5355797148605,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.0789339340550164,-3.46099182597202,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-1.9971735381263,6.95839837559658,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.43657111159737,8.17691377171474,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",1.73039699562614,-1.85509296885532,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.0441740655082,7.34203866490322,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.706151137433694,-5.41686150065464,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.561006436429665,-1.4871915244202,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.590444276414559,-2.34229704371494,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",1.88251043327873,-1.86538621417088,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.22929464808877,7.50090983876186,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.0481068588120202,-2.5177662037949,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",1.22096992500846,-1.81507739058536,"Late"
"MKI67+ Proliferating","GSE290578","Normal 3rd trimester / Preeclampsia",4.56203127869193,-6.45507761469883,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.334455618940041,-3.6162449978928,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.861912498555825,-1.55883702269596,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.16078793040688,7.58936503895718,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.58559893599923,7.39192393788296,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",1.25522316464011,-0.828415837202491,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.171776840768502,-4.86299511424107,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.330904910646127,-4.55918356410069,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.43527530661996,7.27277616032558,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",1.1857721901757,-1.63046940794987,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",1.42350758083885,-2.20467993250889,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-1.77436255446847,6.93212369450527,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.85607003203805,7.93529227742153,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.09425019256051,7.16155866154629,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-1.72765695086892,7.84918788441616,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.74092029563363,7.84560874470669,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",1.11528707512443,-1.52457996836704,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.73348974219735,7.98379710682827,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.62432836524422,8.12169555195766,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",1.67257762917106,-1.89978262415928,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.12891685000832,7.99869540699917,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",-0.0110168360846778,-2.63869472971958,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",1.39936972626273,-2.20091816416782,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.761940131269143,-2.22903558245701,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.50963067046578,7.92177394398647,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.86122654906686,8.14115623005825,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.77141474715645,8.05840257176357,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.47567366591866,7.21215537556606,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.85882758132394,7.35904220112759,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-3.88227437964852,5.92251447209316,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",4.27248288162772,9.27674916752773,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.0581737554890374,-2.19208308688206,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.99304698935921,8.24385121830898,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.51849145659034,-5.0955204629044,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.65937470427926,7.72880414494472,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.357179293714211,-2.08774253359837,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",-0.00330825678284369,-1.61196335784,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.49467600353782,-3.59050890437168,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.56240223876412,6.1517324782272,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",1.16914380558555,-1.54472264281315,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-3.40900062552865,8.0158338881393,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.332025477967904,-3.54618379107517,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.35433792106087,7.48377517231899,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.07441567412789,8.01691916951138,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-1.77331911555703,7.32574370869595,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.0732782281262139,-3.23318501940769,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",1.18131578930442,-1.45125063887638,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-1.67589377395089,7.03917172917324,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",1.25129474171226,-1.86761375895542,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-4.42543410293038,3.43276885518032,"Late"
"Pro-inflammatory","GSE290578","Normal 3rd trimester / Preeclampsia",-2.5116736792701,7.70751479634243,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.0664542711598138,-3.23238917819065,"Late"
"Vascular remodeling","GSE290578","Normal 3rd trimester / Preeclampsia",0.147211680493997,-1.41056403151554,"Late"
