"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"SCN1B",2.89834176367732e-05,0.0980297419879946,0.411,0.336,0.577929347677257,"SCN1B"
"MRPS16",2.92237537174175e-05,0.27356709414601,0.249,0.191,0.582721649125305,"MRPS16"
"SUCLA2",2.93399588554137e-05,-0.249713423325839,0.146,0.185,0.585038779576949,"SUCLA2"
"SNRPE",2.94117890326592e-05,0.137520467781588,0.253,0.194,0.586471073311224,"SNRPE"
"ZNF451",2.96598771218144e-05,-0.410765047566543,0.25,0.289,0.591417949808979,"ZNF451"
"DIS3L",3.03259063652418e-05,-0.664939070782816,0.09,0.122,0.604698572922921,"DIS3L"
"ELOVL1",3.03783458065633e-05,0.223130241255111,0.168,0.122,0.605744215382873,"ELOVL1"
"BCAR3",3.05103337954332e-05,-0.380873976419728,0.227,0.263,0.608376055880938,"BCAR3"
"COX18",3.05446186590628e-05,-0.658086728553174,0.076,0.106,0.609059696061713,"COX18"
"SLC39A9",3.06047779427586e-05,-0.411951579284079,0.105,0.14,0.610259272178606,"SLC39A9"
"LRRC57",3.12585549960762e-05,0.377922717800144,0.118,0.079,0.62329558662176,"LRRC57"
"PIP5K1A",3.14256341103988e-05,-0.492900669125811,0.145,0.18,0.626627144161351,"PIP5K1A"
"PDHB",3.14662207979234e-05,0.34860196424171,0.178,0.131,0.627436442710593,"PDHB"
"ELL",3.14994808693164e-05,0.321384657998182,0.224,0.17,0.628099648534169,"ELL"
"COTL1",3.15185810341778e-05,0.222640088459594,0.511,0.436,0.628480505821505,"COTL1"
"LANCL1",3.17715259705981e-05,-0.32214191933797,0.07,0.101,0.633524227853726,"LANCL1"
