"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ZNF91",3.99610046375369e-11,-0.235027982553348,0.209,0.296,7.38958897757333e-07
"USP22",4.03893962243025e-11,-0.270669986866622,0.26,0.356,7.46880714979802e-07
"ELAVL1",4.04917969685839e-11,-0.198549558603819,0.182,0.269,7.48774309543053e-07
"FLVCR2",4.14118001741748e-11,-0.532885910985097,0.08,0.137,7.65787008820841e-07
"TMEM19",4.14868814762199e-11,-0.263061890712503,0.142,0.217,7.67175412258258e-07
"GPD2",4.16328676654152e-11,-0.450583074036587,0.089,0.148,7.69874988868859e-07
"DENND4B",4.43296044558339e-11,-0.289519517636035,0.238,0.329,8.1974304559728e-07
"NCOA5",4.44458856078979e-11,-0.204356677084076,0.091,0.153,8.21893316661248e-07
"BSDC1",4.47731205109234e-11,-0.315920418368501,0.13,0.202,8.27944544487995e-07
"ZYX",4.49059208255377e-11,-0.27967652035055,0.278,0.387,8.30400287905844e-07
"ALG8",4.49377415071404e-11,-0.378176247934517,0.066,0.118,8.3098871595004e-07
"HACE1",4.51364385468374e-11,-0.438930555013956,0.092,0.152,8.34663021608117e-07
"NCOA1",4.52254776082077e-11,-0.328376203518596,0.326,0.421,8.36309531930977e-07
"MYCBP2",4.52931805166297e-11,-0.234344269654494,0.363,0.462,8.37561494113516e-07
"NABP1",4.62544095600722e-11,0.41564603011494,0.477,0.453,8.55336541584856e-07
"EGFR",4.70130377577634e-11,-0.359263962500891,0.26,0.35,8.69365094216561e-07
"CYBA",4.74172704564803e-11,-0.159119165956772,0.907,0.857,8.76840165281233e-07
"TAGLN2",4.79483080974922e-11,0.513276965778185,0.313,0.236,8.86660113338826e-07
"RNF217",4.89930015035085e-11,-0.373356817447166,0.214,0.299,9.05978583802879e-07
"ELMOD3",4.92618712253928e-11,-0.559761093014787,0.068,0.12,9.10950522699964e-07
"BACH1",5.01199147243658e-11,-0.243965653602553,0.377,0.476,9.26817463082972e-07
"TAF1",5.01743655098194e-11,-0.361957878771673,0.159,0.235,9.27824367007581e-07
"AREL1",5.03378759178743e-11,-0.627378489688562,0.077,0.132,9.30848001473331e-07
"SCAMP2",5.0456286678491e-11,-0.134406318184378,0.507,0.608,9.33037653258655e-07
"APOD",5.05900876173585e-11,-0.684157132875474,0.073,0.126,9.35511900220194e-07
"BMI1",5.1101656794582e-11,-0.171945928403255,0.136,0.212,9.44971837445411e-07
"CMTR1",5.19610525786228e-11,-0.254909876678513,0.073,0.128,9.60863784283892e-07
"LHFPL2",5.1990547893028e-11,0.723535538864589,0.349,0.284,9.61409211637874e-07
"NCKAP5L",5.30060354506819e-11,0.814567956568868,0.203,0.138,9.80187607554009e-07
"UBXN7",5.42868397516587e-11,-0.281058652478002,0.153,0.231,1.00387224068767e-06
"TSC22D1",5.55251448364916e-11,0.403334951890601,0.303,0.226,1.0267709783164e-06
"RPL10A",5.55493964647294e-11,0.142231718683353,0.847,0.762,1.02721943942578e-06
"SLIRP",5.56922095171425e-11,-0.32793622647894,0.283,0.379,1.029860338391e-06
"NT5C2",5.65244577158602e-11,-0.411677848613209,0.251,0.335,1.04525027208169e-06
"NVL",5.65634265306222e-11,-0.456569196714312,0.074,0.128,1.04597088340427e-06
"RNASET2",6.08177250201815e-11,-0.150320836153089,0.706,0.758,1.1246413710732e-06
"SH3BP1",6.08452546451876e-11,-0.256653453079324,0.182,0.265,1.12515044889881e-06
"GBA2",6.12990378292186e-11,-0.616713790645496,0.054,0.101,1.13354180753791e-06
"NFATC3",6.13664915035238e-11,-0.358646686644389,0.169,0.247,1.13478916088316e-06
"SLC29A1",6.18133046058108e-11,-0.215318948654832,0.148,0.226,1.14305162877065e-06
"EEF1G",6.3466941733539e-11,-0.256968365732734,0.642,0.751,1.1736306865366e-06
