"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","comparison","Count"
"GO:0006412","translation",453,-0.308456930308655,-1.37689594734711,0.0036058140179052,0.0274148902511605,0.0201962202975337,1960,"tags=38%, list=31%, signal=28%","MRPL57/DAP/MRPS31/GADD45GIP1/MRPS15/NEMF/OGT/COPS5/RPS28/EXOSC3/RPL3/RPS16/MRPL16/RPS7/RPS27A/RPL37/PINK1/DCP2/EIF2S3/RPS24/RPS6/EIF3M/UQCC2/MRPL32/PTCD3/MRPL47/EIF3F/EIF3H/MTPN/RPL18A/MRPS7/NCK1/MRPL50/RPLP2/MRPL19/MRPL17/RWDD1/COA3/MRPS14/MRPS21/PAIP1/MRPS16/AURKAIP1/MRPL14/RPS6KB2/RPL29/CNOT6/IREB2/RCHY1/ABTB1/RPL35A/LTN1/CYP1B1/AGO1/RPL5/RPS6KA3/RPL24/NCBP2/ELP4/XRN1/POLR2G/UPF3A/RPS21/EIF4B/KHSRP/MRPL21/RPL35/NHLRC3/MRPL52/UBA52/MRPL20/RPL6/RSL24D1/MRPL13/AGO4/EIF5B/PAN3/RPL15/TRNAU1AP/MRPL36/MRPL54/ELAVL1/MRPS26/SH3BGRL/IGFBP5/FECH/EIF1B/SSB/MTIF3/PUM2/RPL31/FMR1/MALSU1/EIF4E/CDC123/PAIP2/PURA/TRIP4/TNRC6A/CSNK2A1/RPL10A/AIMP1/MRPL43/MRPL15/RPS2/MRPS6/MCTS1/EIF2S2/RPS27/IGF2BP3/RC3H2/RPSA/MRPL44/LSM1/MRPL22/RPL27/TIA1/EIF3E/DDX1/RPL37A/MRPL11/MRPL35/UHMK1/METTL5/CNOT7/NSUN3/MRPL34/RPL13A/MTG1/MRPS33/MRPS11/MRPS10/RPL26L1/RPS27L/RPL23/RPS11/RPL38/MRPS23/MRPL51/MRPL42/MRPS28/MRPL40/RPS3A/RPL9/EIF1AX/CNOT6L/MRPL33/RPL21/SRP9/SYNCRIP/CELF4/CHCHD1/RPS4Y1/RPS29/RPL27A/RPL7/RPL26/RBM4/RPS20/MRPL38/DHPS/RPL36A/RPL23A/EIF4A1/MRPS24/MRPL12/RPL22/RPL17/SARNP/RPS17/RPS10/NDUFA7/EEF1G","Preterm",173
"GO:0051046","regulation of secretion",211,0.309870891754052,1.43240673948504,0.0036149640125376,0.0274335602284798,0.0202099742455319,960,"tags=24%, list=15%, signal=21%","IL1B/PAX8/CCL5/CRY2/ADGRE2/SGK1/PER2/TNF/RABGEF1/PIM3/CRY1/SLC38A2/BRAF/RHBDF2/TTN/MCTP1/ATP2A2/RGCC/MCTP2/SLC8B1/PCK2/RIC1/CDK16/ALOX5/TLR2/STX4/CHD7/FCGR2B/NOTCH1/OSM/PRKACA/PPID/MIDN/ABCG1/PTPN23/TGFB1/NR1H2/HIF1A/IRS2/P3H1/GLUD1/RAB7A/OSBP/TCIRG1/RAB11FIP1/SREBF1/ACSL3/HGS/KCNQ1/NR1H3","Preterm",50
"GO:0050730","regulation of peptidyl-tyrosine phosphorylation",101,0.384311023448593,1.60291752290745,0.00363383071064919,0.0275257638673575,0.0202778995585988,907,"tags=24%, list=14%, signal=21%","HES1/CCL5/VEGFA/TNF/RIPK2/NEDD9/SOCS3/HBEGF/APP/ADAM17/MTOR/CD44/CBLB/HCLS1/LONP1/GGNBP2/HSF1/PTPN1/IL6R/OSM/PDGFB/TGFB1/FBXW7/OSBP","Preterm",24
"GO:0009913","epidermal cell differentiation",56,0.453206223618597,1.67405960503894,0.00366008300406575,0.0276734689126595,0.0203867120910091,1147,"tags=34%, list=18%, signal=28%","HES1/NFKBIZ/CDKN1A/MAFF/FOSL2/KLF4/ZFP36/PIP5K1A/MYO7A/MAFG/CLIC4/NOTCH1/PLEC/MAFB/CFLAR/KCNQ1/NUMA1/PAFAH1B1/ERCC3","Preterm",19
"GO:0032640","tumor necrosis factor production",91,0.391227282712323,1.6044639199169,0.00367979693568273,0.0277202350044629,0.0204211641090133,1101,"tags=31%, list=17%, signal=26%","ZC3H12A/CCL3/TNFAIP3/ARG2/RIPK2/TICAM1/ZFP36/APP/BCL3/MAPKAPK2/ARID5A/CARD9/RIPK1/CLEC7A/RARA/PSEN1/TLR2/UBE2J1/AKAP8/HSPB1/TRIM27/AKAP12/TGFB1/IRAK3/STAT3/PIK3R1/HLA-E/FRMD8","Preterm",28
"GO:0032680","regulation of tumor necrosis factor production",91,0.391227282712323,1.6044639199169,0.00367979693568273,0.0277202350044629,0.0204211641090133,1101,"tags=31%, list=17%, signal=26%","ZC3H12A/CCL3/TNFAIP3/ARG2/RIPK2/TICAM1/ZFP36/APP/BCL3/MAPKAPK2/ARID5A/CARD9/RIPK1/CLEC7A/RARA/PSEN1/TLR2/UBE2J1/AKAP8/HSPB1/TRIM27/AKAP12/TGFB1/IRAK3/STAT3/PIK3R1/HLA-E/FRMD8","Preterm",28
"GO:0010717","regulation of epithelial to mesenchymal transition",31,0.536308301737542,1.76622832061381,0.00370894451133512,0.0278156949463364,0.0204914883013775,1015,"tags=42%, list=16%, signal=35%","IL1B/SPRY2/MTOR/ZNF703/RGCC/COL1A1/LDLRAD4/NOTCH1/TGFB1/PTK2/SPRED2/TGFBR2/SMAD4","Preterm",13
"GO:1990823","response to leukemia inhibitory factor",45,0.480194049425348,1.7027974057109,0.00370989149832999,0.0278156949463364,0.0204914883013775,1030,"tags=38%, list=16%, signal=32%","FOSL2/ICAM1/TFRC/KLF4/SOCS3/SPRY2/SIRT1/ARID5B/HNRNPU/SBNO2/B3GNT2/PIGA/MAT2A/SHMT1/TRIM25/SRSF7/NRP2","Preterm",17
"GO:0070302","regulation of stress-activated protein kinase signaling cascade",93,0.380910152654859,1.57193813306936,0.00371283190230504,0.0278156949463364,0.0204914883013775,403,"tags=16%, list=6%, signal=15%","IL1B/ZC3H12A/PER1/VEGFA/TNF/RIPK2/APP/MAPK8IP3/EZR/GADD45B/MINK1/MYC/CARD9/RIPK1/DNAJA1","Preterm",15
"GO:0035886","vascular associated smooth muscle cell differentiation",14,0.682585358384801,1.83813276286876,0.00372192316386351,0.0278329217618844,0.0205041790894363,808,"tags=43%, list=13%, signal=37%","HES1/VEGFA/NFATC1/SOD2/NOTCH1/PDGFB","Preterm",6
