"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"RALA",5.00855167866325e-48,0.51175500711157,0.832,0.444,9.26181376418408e-44
"RPS24",5.09012439844112e-48,0.0868728675631134,1,0.994,9.41265803759731e-44
"IQSEC1",5.25956690997593e-48,0.399994927001566,0.593,0.269,9.7259911299275e-44
"WDR47",5.39707841716712e-48,0.828303134569139,0.264,0.089,9.98027740902545e-44
"DHX32",5.81577864696514e-48,0.504456988537897,0.44,0.185,1.07545378739679e-43
"REPIN1",6.15644759371375e-48,-9.25015404366502,0,0.193,1.13845028902955e-43
"CYCS",6.26228981689767e-48,-0.832773107302244,0.743,0.684,1.15802263294072e-43
"SETD3",6.33284210270274e-48,0.437864784530007,0.728,0.351,1.17106916163179e-43
"GAPDH",6.35293282862324e-48,0.114692094953408,0.998,0.987,1.17478433866901e-43
"MS4A4A",6.40255787336975e-48,0.289830907600996,0.975,0.839,1.18396100194353e-43
"CA13",6.52377946063038e-48,1.94095667867496,0.12,0.023,1.20637729785977e-43
"FAM234B",6.77934068673942e-48,0.910778616871285,0.2,0.057,1.25363567979185e-43
"CKMT2-AS1",6.78743690357442e-48,1.17404174002406,0.193,0.054,1.25513283220898e-43
"SOWAHC",7.21587481297311e-48,0.590809419519356,0.348,0.134,1.33435957041499e-43
"TSPAN4",8.40231196938305e-48,-0.649665065488033,0.874,0.748,1.55375552937831e-43
"CARD6",8.58035878336024e-48,0.334406116195019,0.381,0.15,1.58667994621898e-43
"ARID4A",8.70545380275821e-48,0.479378433888711,0.749,0.377,1.60981251720605e-43
"ZNF518B",8.73821853434331e-48,0.48201024432379,0.369,0.145,1.61587137137077e-43
"SH3BGRL3",8.74609433718432e-48,0.132793168214528,0.998,0.976,1.61732776483212e-43
"TSPO",9.00029151086824e-48,-0.521471475081728,0.869,0.779,1.66433390618975e-43
"ABHD2",9.19321201618587e-48,0.424949503437963,0.547,0.245,1.70000876603309e-43
"USF3",9.70906998344568e-48,0.564726935795774,0.34,0.13,1.79540122133878e-43
"AMFR",9.81397546396173e-48,0.390012732406675,0.436,0.182,1.8148003427958e-43
"RPS6KB1",9.98957651935129e-48,0.385370728415499,0.453,0.19,1.84727248995844e-43
"SZT2",1.01431579905628e-47,0.660545479999072,0.293,0.104,1.87567277561487e-43
"RAD18",1.04219466148889e-47,0.791447093794328,0.326,0.125,1.92722636802525e-43
"STK17A",1.06917443807909e-47,0.702552391537869,0.315,0.117,1.97711737089586e-43
"SLC48A1",1.09739198174296e-47,0.38589926212124,0.532,0.237,2.02929725263908e-43
"CUL4A",1.1011213647695e-47,0.417446030295058,0.638,0.3,2.03619362773176e-43
