"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"HLA-DQA1",1.40525668085833e-226,-4.56969130717188,0.02,0.21,2.59860065424322e-222,"HLA-DQA1"
"HLA-DQB1",7.86143724085874e-224,-3.8512037313462,0.036,0.246,1.4537369745796e-219,"HLA-DQB1"
"C1QC",2.14205055961258e-163,-0.497114491376108,0.935,0.954,3.96107989483559e-159,"C1QC"
"HLA-DRB5",1.80320640315354e-161,-2.89418907231328,0.068,0.261,3.33448928071153e-157,"HLA-DRB5"
"C1QB",5.86632728611143e-155,-0.459911186862286,0.955,0.969,1.08480124174773e-150,"C1QB"
"VNN2",1.32163425766565e-148,-1.98182652422524,0.095,0.304,2.44396606927531e-144,"VNN2"
"PRG2",6.60414937948562e-148,0.941994094285906,0.69,0.385,1.22123930325448e-143,"PRG2"
"CSH1",4.11729952889677e-145,2.11222416657933,0.341,0.086,7.61371028883591e-141,"CSH1"
"HLA-DPA1",5.05628686180158e-142,-2.28228206608432,0.128,0.333,9.35008566484349e-138,"HLA-DPA1"
"FTL",6.73932111533204e-142,-0.398033530835684,0.999,0.999,1.2462352606472e-137,"FTL"
"CD74",7.72244702989455e-142,-0.930169520439732,0.7,0.811,1.4280349047681e-137,"CD74"
"MS4A7",1.27014340556124e-127,-0.589711507456522,0.706,0.834,2.34874918556384e-123,"MS4A7"
"DKK2",1.71531622806011e-127,2.47689068118514,0.276,0.055,3.17196276892875e-123,"DKK2"
"FCGR3A",9.94448649728931e-126,-0.836520127309209,0.422,0.674,1.83893444307874e-121,"FCGR3A"
"B2M",8.13118143526386e-121,-0.379524466568584,0.98,0.97,1.50361807100899e-116,"B2M"
"FTH1",4.92398985136199e-120,-0.366677843177677,0.996,0.996,9.1054420331386e-116,"FTH1"
"CST3",5.48806872322672e-120,-0.411600301010744,0.939,0.947,1.01485366829909e-115,"CST3"
"SERPINE2",2.16456302844603e-118,1.3005069639697,0.434,0.182,4.00270995220239e-114,"SERPINE2"
"VIM",3.47553433859879e-116,-1.19947801890024,0.294,0.514,6.42695809893688e-112,"VIM"
"C1QA",2.34669372814177e-115,-0.343431666522322,0.986,0.976,4.33950604207977e-111,"C1QA"
"ACTB",2.33439571327e-108,-0.338545242864822,0.988,0.987,4.31676455297889e-104,"ACTB"
"HLA-DPB1",3.71120383032608e-106,-2.22792063555517,0.11,0.276,6.86275812303898e-102,"HLA-DPB1"
"RNASE1",5.61463313155314e-106,-0.333580852241967,0.983,0.968,1.03825795868681e-101,"RNASE1"
"COL1A2",2.08115109151469e-105,1.31265821067889,0.352,0.127,3.84846459842897e-101,"COL1A2"
"FN1",9.46376774786773e-105,0.684062725190563,0.681,0.436,1.7500399319357e-100,"FN1"
"TMSB4X",1.16250974758871e-103,-0.327662718914684,0.997,0.991,2.14971302524105e-99,"TMSB4X"
"FLT1",4.47802957765794e-103,1.46743151888996,0.321,0.107,8.28077229500507e-99,"FLT1"
"AKAP12",2.46499586532284e-102,1.65337560417509,0.317,0.107,4.558270354155e-98,"AKAP12"
"AOC1",3.8606388940565e-99,1.47156187517615,0.321,0.113,7.13909344288928e-95,"AOC1"
"HLA-DRA",2.23682708094049e-96,-1.22967937930721,0.336,0.511,4.13634063807516e-92,"HLA-DRA"
"MSR1",2.63901899099767e-92,-1.10385642549143,0.212,0.406,4.8800739181529e-88,"MSR1"
"NOTUM",4.24800173030789e-91,1.59569586326385,0.266,0.079,7.85540479968536e-87,"NOTUM"
"IGFBP1",2.486630616177e-88,-1.27793026979918,0.207,0.39,4.5982773354345e-84,"IGFBP1"
"IFITM1",2.21002323502461e-85,-3.15673008027338,0.018,0.108,4.08677496620751e-81,"IFITM1"
"KCNMA1",4.57219775185417e-85,-2.16073993003278,0.05,0.172,8.45490808272873e-81,"KCNMA1"
"DST",1.21814984719644e-84,-2.21279524058711,0.046,0.163,2.25260269743565e-80,"DST"
"PAPPA2",9.68857178760415e-79,1.88967485323951,0.206,0.051,1.79161069496376e-74,"PAPPA2"
"PAPPA",7.37657237715549e-78,1.94518551822239,0.214,0.057,1.36407576398359e-73,"PAPPA"
"PALLD",4.53734060988833e-77,1.73301620672133,0.265,0.098,8.3904502558055e-73,"PALLD"
"AEBP1",1.57029864229863e-76,2.22269140741018,0.174,0.032,2.90379624933862e-72,"AEBP1"
"CXCL12",4.10988892135478e-75,-2.36404345598373,0.028,0.122,7.60000659336927e-71,"CXCL12"
"PMAIP1",1.4706791342245e-73,1.05249170582207,0.367,0.18,2.71957985500795e-69,"PMAIP1"
"FGL2",1.88080184442123e-73,-1.95259338655326,0.079,0.203,3.47797877070374e-69,"FGL2"
"HSD11B1",4.37454982959644e-73,-2.44281461337014,0.027,0.12,8.08941754488974e-69,"HSD11B1"
"HLA-C",5.71471522338414e-70,-0.502938399854035,0.665,0.722,1.0567651391082e-65,"HLA-C"
"TPT1",1.93755111328756e-69,-0.248753012977551,0.998,0.989,3.58291951869136e-65,"TPT1"
"F13A1",5.91627263972407e-68,-0.258577239798082,0.986,0.977,1.09403713653777e-63,"F13A1"
"PSAP",7.69945155514612e-68,-0.318730404940941,0.878,0.869,1.42378258157762e-63,"PSAP"
"HLA-DRB1",4.33982539630498e-67,-1.24525398767478,0.309,0.446,8.02520512284716e-63,"HLA-DRB1"
"HLA-DMA",1.1771886500829e-65,-1.25481528568742,0.222,0.366,2.17685725173331e-61,"HLA-DMA"
"LGMN",3.02892953403671e-65,-0.256700106096785,0.912,0.899,5.60109649434069e-61,"LGMN"
"RGS16",1.09752355678072e-64,1.38219891544917,0.253,0.098,2.02954056119892e-60,"RGS16"
"CASK",2.36911933121442e-64,1.23888714500016,0.306,0.143,4.38097546728171e-60,"CASK"
"SH2D4A",4.86786272783238e-64,1.75409166805107,0.22,0.077,9.00165175630763e-60,"SH2D4A"
"FXYD6",1.44366013741892e-63,1.14621355366764,0.293,0.129,2.66961632611507e-59,"FXYD6"
"DKK1",2.19065037487316e-63,-1.75579300555337,0.053,0.158,4.05095067321545e-59,"DKK1"
"CTSH",2.21284974480915e-63,-1.32521297920308,0.166,0.306,4.09200174810109e-59,"CTSH"
"PTPRK",2.72976729443992e-62,2.15190914200891,0.182,0.052,5.04788568087831e-58,"PTPRK"
"PLTP",3.613669141048e-62,-0.251359054426955,0.965,0.941,6.68239697562596e-58,"PLTP"
"LGALS1",1.56623847620845e-58,-0.970325451230792,0.266,0.418,2.89628819020466e-54,"LGALS1"
"TYROBP",6.53380525013862e-58,-0.246308929492699,0.951,0.935,1.20823126685563e-53,"TYROBP"
"ITM2B",2.95721958684434e-57,-0.211224288683887,0.982,0.961,5.46849045999255e-53,"ITM2B"
"IFRD1",6.22133343642245e-57,0.829241497656446,0.394,0.226,1.15044897906324e-52,"IFRD1"
"CLIC2",9.42313113161939e-56,-1.92775298534332,0.035,0.119,1.74252540885906e-51,"CLIC2"
"SEMA4A",1.48540187020062e-55,1.50043789094396,0.205,0.074,2.74680513837498e-51,"SEMA4A"
"LBH",1.14743065036942e-54,1.38243108922478,0.195,0.068,2.12182875866313e-50,"LBH"
"PFN1",1.05477418865984e-53,-0.312141786807037,0.853,0.878,1.95048842966978e-49,"PFN1"
"RBPMS",8.5897923408809e-53,1.79458619016026,0.159,0.045,1.5884243996757e-48,"RBPMS"
"FABP5",1.00401479424504e-52,0.684991255341653,0.411,0.242,1.85662415751793e-48,"FABP5"
"NFKBID",1.13186156766759e-52,0.86450452655973,0.342,0.19,2.09303841093091e-48,"NFKBID"
"MAGI1",1.69317470516408e-52,1.17875758645007,0.276,0.135,3.13101866478942e-48,"MAGI1"
"CTSB",1.7973876642574e-51,-0.280274790241232,0.857,0.834,3.32372926874478e-47,"CTSB"
"FAM133B",2.59731427940739e-51,0.726768512724645,0.447,0.301,4.80295356548014e-47,"FAM133B"
"KRT8",4.17997747999138e-51,0.996716163768103,0.273,0.128,7.72961435600007e-47,"KRT8"
"SLC2A3",4.95086571100002e-51,0.592935257107857,0.484,0.318,9.15514087278123e-47,"SLC2A3"
"GPR68",6.79101785196209e-51,3.57983456147581,0.1,0.011,1.25579502118483e-46,"GPR68"
"CYB5D1",1.752715024432e-50,1.56676593898011,0.164,0.051,3.24112062317965e-46,"CYB5D1"
"GRIA4",5.76051672077076e-50,2.00458959111757,0.123,0.025,1.06523475200493e-45,"GRIA4"
"SCIN",6.10234840924101e-50,0.54622231624799,0.536,0.357,1.12844626783685e-45,"SCIN"
"SERPINE1",2.16335229277419e-49,0.944161181465268,0.283,0.14,4.00047105979803e-45,"SERPINE1"
"ROR1",4.46257644955297e-49,1.30979185679728,0.23,0.101,8.25219637051335e-45,"ROR1"
"TMSB10",5.55730006473228e-49,-0.221991834146517,0.981,0.967,1.02765592797029e-44,"TMSB10"
"LUM",7.67043733536219e-49,-1.10734537087154,0.227,0.355,1.41841727205518e-44,"LUM"
"RPL10",8.6041768274799e-49,-0.216438862278895,0.977,0.967,1.59108437893758e-44,"RPL10"
"MS4A6A",1.10314664968517e-48,-0.296320666411731,0.815,0.834,2.03993878459782e-44,"MS4A6A"
"RPL13",1.37035769637792e-48,-0.205444391622078,0.974,0.966,2.53406545214206e-44,"RPL13"
"CYBA",1.51231070164574e-48,-0.241150181808564,0.895,0.893,2.7965649494833e-44,"CYBA"
"PPDPF",3.60288166015474e-48,-1.06584227077616,0.184,0.31,6.66244876595814e-44,"PPDPF"
"EEF1A1",9.1055341448622e-47,-0.190872947513313,0.995,0.976,1.68379537406792e-42,"EEF1A1"
"CD163",9.89323349986123e-47,-0.268439843891253,0.85,0.85,1.82945673879434e-42,"CD163"
"TMEM176A",1.64628350506419e-46,-0.443758762489753,0.608,0.679,3.0443074575647e-42,"TMEM176A"
"CRIM1",1.73224577771699e-46,1.08205162432673,0.206,0.084,3.20326889215427e-42,"CRIM1"
"ALPK3",2.12996753908074e-46,1.59856177688953,0.17,0.061,3.93873597326811e-42,"ALPK3"
"SCN9A",2.18649755334805e-46,0.418290957881722,0.688,0.525,4.04327127565122e-42,"SCN9A"
"HLA-B",1.22658351938826e-45,-0.384181524568707,0.742,0.763,2.26819824405276e-41,"HLA-B"
"CD63",1.42669639614831e-45,-0.208320378867016,0.929,0.916,2.63824697575745e-41,"CD63"
"NPC2",3.43813380643696e-45,-0.193534360641618,0.946,0.927,6.35779703486323e-41,"NPC2"
"RPLP1",7.73094133571019e-45,-0.191864189909042,0.992,0.976,1.42960567179953e-40,"RPLP1"
"FCGRT",2.84996166859645e-44,-0.194125805106276,0.942,0.924,5.27014911756855e-40,"FCGRT"
"FSTL3",4.35853497493347e-44,1.13576698205467,0.242,0.117,8.05980287564698e-40,"FSTL3"
"GLIS3",9.49881082182174e-44,1.46941606350802,0.17,0.062,1.75652009717128e-39,"GLIS3"
"FCER1G",6.0217311795959e-43,-0.228947516134149,0.919,0.906,1.11353852973087e-38,"FCER1G"
"FOLR2",7.65680688478971e-43,-0.21835613335764,0.917,0.896,1.41589672913531e-38,"FOLR2"
"SLC1A3",1.53005596967589e-42,-1.23630630890931,0.161,0.272,2.82937949912465e-38,"SLC1A3"
"EIF1",1.98208480620699e-42,-0.204465267585313,0.929,0.933,3.66527122363797e-38,"EIF1"
"CHD4",3.09563725197639e-42,0.632603928799027,0.456,0.312,5.72445240635474e-38,"CHD4"
"KRT19",3.34441492660559e-42,0.9506421899931,0.224,0.102,6.18449208227905e-38,"KRT19"
"ICAM4",6.42372435343477e-42,1.2168604997665,0.178,0.069,1.18787510743716e-37,"ICAM4"
"EPHB3",8.46025874028021e-42,0.927540995363047,0.252,0.128,1.56447104625262e-37,"EPHB3"
"S100A13",1.18004935507019e-41,0.839887659511134,0.29,0.157,2.1821472673958e-37,"S100A13"
"TTC21B",3.43337376449292e-41,1.04559343387904,0.257,0.134,6.3489947653003e-37,"TTC21B"
"ENAH",4.92436878079688e-41,1.25487824463095,0.19,0.08,9.10614274944959e-37,"ENAH"
"CFL1",1.03531587513309e-40,-0.239411998738012,0.866,0.874,1.91450611629611e-36,"CFL1"
"INTS6",1.58390010105167e-40,0.580015316685264,0.397,0.267,2.92894806686476e-36,"INTS6"
"NAV3",2.08398323866072e-40,0.638025541862753,0.411,0.262,3.85370180493141e-36,"NAV3"
"NNMT",3.57097831193159e-40,0.47669796312656,0.373,0.215,6.6034530944239e-36,"NNMT"
"KRT7",4.42724214384184e-40,0.989100461064045,0.228,0.11,8.18685617239233e-36,"KRT7"
"CPVL",8.24766359800674e-40,-0.357389938652917,0.656,0.724,1.52515795254341e-35,"CPVL"
"TSC22D1",1.10377226317541e-39,0.807656710749898,0.283,0.154,2.04109566906398e-35,"TSC22D1"
"ATP9A",1.19308452943218e-39,2.08384442529889,0.121,0.034,2.20625191182599e-35,"ATP9A"
"BCL2A1",1.60055826041315e-39,0.659078707357933,0.341,0.203,2.959752335156e-35,"BCL2A1"
"LILRB2",2.39880933726333e-39,-1.03256305628275,0.124,0.229,4.43587822646734e-35,"LILRB2"
"TAC3",3.56065322999151e-39,1.39427312588307,0.144,0.049,6.58435995290031e-35,"TAC3"
"CD109",5.37118232066852e-39,1.14878496803137,0.22,0.105,9.93239034738023e-35,"CD109"
"RPS10",5.39197588791708e-39,0.385994074136312,0.76,0.56,9.97084181193626e-35,"RPS10"
"MALAT1",7.40930901340752e-39,-0.432840706810315,0.712,0.726,1.37012942275932e-34,"MALAT1"
"SAT1",7.5359094110416e-39,-0.232229979199505,0.89,0.894,1.39354036828981e-34,"SAT1"
"RBP1",7.55411053680985e-39,-1.37885265729517,0.074,0.161,1.39690612046688e-34,"RBP1"
"PRKCA",1.06753978914931e-38,0.848386410566795,0.292,0.17,1.97409457809491e-34,"PRKCA"
"EIF4A1",2.90356044370637e-38,0.376829600891215,0.726,0.546,5.36926397250181e-34,"EIF4A1"
"ALDOA",3.36567316564442e-38,-1.56309542594045,0.081,0.167,6.22380281790966e-34,"ALDOA"
"SLC7A2",9.0762849974985e-38,1.77772305099331,0.11,0.029,1.67838662173742e-33,"SLC7A2"
"KRT18",9.90957207133718e-38,0.81107971169972,0.289,0.163,1.83247806743167e-33,"KRT18"
"PLD3",1.18614019872896e-37,-0.320700603864569,0.727,0.751,2.1934104554896e-33,"PLD3"
"ADAMTS17",1.35859304586272e-37,1.91664476350741,0.112,0.03,2.51231026040935e-33,"ADAMTS17"
"CD81",1.46380776708624e-37,-0.252213119557207,0.788,0.811,2.70687332289587e-33,"CD81"
"PSMB9",2.17441652278856e-37,-1.01733930069612,0.124,0.224,4.02093103394061e-33,"PSMB9"
"DCN",2.30019770302691e-37,-0.910639047376049,0.302,0.411,4.25352559243736e-33,"DCN"
"NUPR1",2.97678420685977e-37,0.54561374812999,0.405,0.259,5.50466935532509e-33,"NUPR1"
"LILRB5",3.08692856141436e-37,-0.543573765695072,0.427,0.534,5.70834829576744e-33,"LILRB5"
"VSIG4",1.05586834543088e-36,-0.241334468492182,0.82,0.827,1.95251174437078e-32,"VSIG4"
"SERPINA1",1.49546755703393e-36,-0.844348594299312,0.155,0.262,2.76541860646715e-32,"SERPINA1"
"MYLIP",1.62836247531944e-36,0.515655827355452,0.411,0.278,3.0111678893607e-32,"MYLIP"
"RPL28",1.78557367022241e-36,-0.191590556655021,0.956,0.943,3.30188283097527e-32,"RPL28"
"MAGED1",2.41396466960965e-36,0.900370521008107,0.229,0.117,4.46390346704216e-32,"MAGED1"
"ARL4D",3.64094812719485e-36,1.35106187514464,0.154,0.06,6.73284127680871e-32,"ARL4D"
"FPR3",4.68134092011159e-36,-2.00050872899142,0.044,0.112,8.65673562947035e-32,"FPR3"
"LIPA",5.92968743525279e-36,-0.550217112334448,0.4,0.507,1.09651780052695e-31,"LIPA"
"CYBB",1.03993884999375e-35,-0.263990214834803,0.786,0.809,1.92305492140845e-31,"CYBB"
"TGFBR3",2.1483470309499e-35,1.06256566324025,0.189,0.087,3.97272332963255e-31,"TGFBR3"
"CRIP1",2.1995244087819e-35,-1.52678117035152,0.056,0.131,4.06736053671949e-31,"CRIP1"
"RYBP",2.56267125072215e-35,0.870808207867146,0.237,0.125,4.73889167683541e-31,"RYBP"
"PPM1N",5.39182350356211e-35,0.988680562950598,0.186,0.084,9.97056002278705e-31,"PPM1N"
"CSGALNACT1",9.36310592431508e-35,0.621741812058788,0.386,0.258,1.73142554752435e-30,"CSGALNACT1"
"LILRB4",1.86405118076729e-34,-0.70818114837192,0.238,0.351,3.44700344347487e-30,"LILRB4"
"FOXC1",2.65227436096751e-34,1.52221325913647,0.117,0.037,4.90458574830112e-30,"FOXC1"
"TNFSF9",2.66282745284173e-34,0.746148130758874,0.27,0.152,4.92410052579493e-30,"TNFSF9"
"CIITA",3.02991328491893e-34,-1.88859952783726,0.049,0.117,5.60291564647208e-30,"CIITA"
"FXYD5",3.17376468163078e-34,-0.809859575331585,0.267,0.377,5.86892564927164e-30,"FXYD5"
"IGFBP7",3.65367870254321e-34,-1.37358595876821,0.07,0.148,6.75638265674291e-30,"IGFBP7"
"NEAT1",4.14983727069797e-34,-0.530572519445399,0.538,0.599,7.67387908097468e-30,"NEAT1"
"PTPRG",4.9032585846484e-34,1.03305074165979,0.197,0.094,9.06710577473182e-30,"PTPRG"
"FOXO3",5.07497463425526e-34,0.413836270365117,0.564,0.439,9.38464309366482e-30,"FOXO3"
"S100A6",7.9135514959463e-34,-0.782510403521877,0.38,0.477,1.46337394263039e-29,"S100A6"
"DDX60L",1.04911408411162e-33,0.530932236194878,0.45,0.324,1.94002176433921e-29,"DDX60L"
"POLG2",1.31273823265793e-33,0.992901785330506,0.2,0.097,2.42751553983104e-29,"POLG2"
"NPHS1",1.55237779185355e-33,1.69379294521558,0.101,0.027,2.87065701269559e-29,"NPHS1"
"ATP2B4",1.60544587956564e-33,0.660325077755597,0.339,0.218,2.96879052049279e-29,"ATP2B4"
"MRPL23",2.84778905014736e-33,-0.955505435243522,0.109,0.2,5.2661315115325e-29,"MRPL23"
"GBP1",3.26112224446127e-33,-1.48087062795397,0.051,0.12,6.03046725445778e-29,"GBP1"
"ANTXR1",4.3975033722426e-33,0.864882192766829,0.226,0.119,8.13186323595103e-29,"ANTXR1"
"LY6E",4.52895826256812e-33,-1.01887035906312,0.176,0.27,8.37494961914097e-29,"LY6E"
"OTOA",5.42995860129264e-33,1.32674539290864,0.164,0.072,1.00410794455103e-28,"OTOA"
"PLIN2",7.56278610238655e-33,0.541955808085824,0.447,0.332,1.39851040605332e-28,"PLIN2"
"RPL17",1.69385999387628e-32,0.327584982038997,0.824,0.622,3.13228590067602e-28,"RPL17"
"ZFAND2A",2.17590371417812e-32,0.698112722391036,0.309,0.192,4.02368114825817e-28,"ZFAND2A"
"TUBA1C",2.4234566318177e-32,0.569590127603002,0.381,0.256,4.48145600355729e-28,"TUBA1C"
"GABRA3",2.94670793403605e-32,1.06473425372006,0.182,0.086,5.44905231161947e-28,"GABRA3"
"ZNRF1",3.14580903331693e-32,0.994668839154835,0.188,0.091,5.81723006440966e-28,"ZNRF1"
"FGL1",6.35568016542151e-32,0.636869157633062,0.319,0.198,1.17529237618975e-27,"FGL1"
"CELF4",8.82219849045924e-32,0.848862531431672,0.266,0.155,1.63140094485572e-27,"CELF4"
"CBX4",1.0141349220426e-31,0.703308536403612,0.293,0.18,1.87533829784118e-27,"CBX4"
"HTRA1",1.54981417413336e-31,1.1506804736436,0.188,0.093,2.86591637080741e-27,"HTRA1"
"ASTN2",1.71503524777768e-31,1.18513057752747,0.17,0.078,3.17144318019048e-27,"ASTN2"
"CDKN1C",1.74363760143292e-31,0.632518489947904,0.371,0.249,3.22433465256976e-27,"CDKN1C"
"CSRNP1",1.903571981364e-31,0.514639286947349,0.335,0.214,3.52008530793832e-27,"CSRNP1"
"DOCK9",4.72781060651509e-31,1.28934780298778,0.101,0.03,8.74266737356771e-27,"DOCK9"
"SERTAD1",5.33214703617952e-31,0.562622715198176,0.333,0.215,9.86020629930317e-27,"SERTAD1"
"TMEM176B",5.3972076596153e-31,-0.21698603289991,0.815,0.807,9.98051640416062e-27,"TMEM176B"
"TLR7",6.25086691577484e-31,0.49226759647667,0.509,0.395,1.15591031006508e-26,"TLR7"
"RPL12",9.35973525653481e-31,-0.195576883679639,0.936,0.925,1.73080224363842e-26,"RPL12"
"ANKH",1.36341898331009e-30,0.526126884678411,0.371,0.253,2.52123438393703e-26,"ANKH"
"ABCG2",1.75278113891581e-30,0.667334296067835,0.267,0.156,3.24124288208311e-26,"ABCG2"
"ANXA6",2.19492263622455e-30,1.21805695661332,0.165,0.077,4.05885093890643e-26,"ANXA6"
"RPL41",2.80447337739124e-30,-0.168179098340488,0.983,0.962,5.18603216947188e-26,"RPL41"
"HSPA8",3.90060444126533e-30,-0.28481590642656,0.785,0.799,7.21299773278786e-26,"HSPA8"
"EMB",5.09458943663381e-30,-0.388933045756306,0.515,0.598,9.42091478622323e-26,"EMB"
"LILRB1",5.66608827926996e-30,-0.764777163972415,0.169,0.269,1.0477730446026e-25,"LILRB1"
"MAFF",7.57472567740716e-30,0.633517784236024,0.258,0.149,1.40071827226613e-25,"MAFF"
"PTGER4",8.54307759631496e-30,-0.873582685584029,0.156,0.251,1.57978590911056e-25,"PTGER4"
"MIDN",9.04354503853621e-30,0.438735113022769,0.465,0.352,1.67233234852611e-25,"MIDN"
"PCF11",9.30060482956956e-30,0.438660458478812,0.447,0.335,1.719867845084e-25,"PCF11"
"ARF5",1.34353619453514e-29,-0.865904850467601,0.195,0.295,2.48446713093438e-25,"ARF5"
"ITM2C",1.53128990318122e-29,0.444496226848274,0.426,0.301,2.83166128896271e-25,"ITM2C"
"JMJD6",1.66514637546481e-29,0.662194928055504,0.275,0.166,3.07918867750953e-25,"JMJD6"
"BAG3",1.81219121103169e-29,0.540047578829522,0.348,0.235,3.3511039874398e-25,"BAG3"
"ASAP2",2.57521896720036e-29,0.829943224959132,0.214,0.115,4.76209491414691e-25,"ASAP2"
"MITF",4.20354446581146e-29,0.597483038691433,0.331,0.218,7.77319442617854e-25,"MITF"
"PFDN5",5.50752874615009e-29,0.261705659916719,0.908,0.699,1.01845221573807e-24,"PFDN5"
"MYO1E",5.51779007946742e-29,0.535521972873565,0.359,0.241,1.02034974149512e-24,"MYO1E"
"KIAA1549L",5.71328234228059e-29,1.38164236233206,0.127,0.051,1.05650017073453e-24,"KIAA1549L"
"GSN",6.70961492248929e-29,-0.49433743122235,0.444,0.531,1.24074199146672e-24,"GSN"
"ATRNL1",7.21686885119181e-29,0.741119064593033,0.276,0.169,1.33454338796239e-24,"ATRNL1"
"MARCKS",1.47265466245299e-28,-0.20028948792669,0.849,0.852,2.72323300180807e-24,"MARCKS"
"BICD1",1.92915105165836e-28,0.70290860294202,0.259,0.156,3.56738612472663e-24,"BICD1"
"SOBP",1.94346945224361e-28,0.94197912688184,0.171,0.083,3.59386371108889e-24,"SOBP"
"BIRC7",2.19994356577815e-28,1.47268111011557,0.106,0.037,4.06813564183695e-24,"BIRC7"
"CD164",2.32600135047956e-28,-0.320853711255876,0.643,0.684,4.30124169730681e-24,"CD164"
"CCDC170",5.27705529650444e-28,0.605469344515961,0.362,0.251,9.75833065429602e-24,"CCDC170"
"HPGD",5.34137165054806e-28,0.958038198420421,0.17,0.083,9.87726445619347e-24,"HPGD"
"SDCCAG8",5.92929360102231e-28,0.538759969978145,0.45,0.338,1.09644497270105e-23,"SDCCAG8"
"LTBP2",6.51386033296124e-28,0.70747736624868,0.297,0.191,1.20454305277119e-23,"LTBP2"
"RAB3GAP2",7.14221948563215e-28,0.551559135849054,0.342,0.232,1.3207392272831e-23,"RAB3GAP2"
"TRA2A",7.28111778883892e-28,0.447815998248486,0.414,0.305,1.34642430151209e-23,"TRA2A"
"ADORA3",8.44719730112929e-28,-1.12097870816517,0.062,0.129,1.56205572492483e-23,"ADORA3"
"CTTNBP2",1.25629314479367e-27,0.587501270627652,0.311,0.202,2.32313728335246e-23,"CTTNBP2"
"ZSWIM6",1.30488908505268e-27,0.467263356293565,0.456,0.346,2.41300089607941e-23,"ZSWIM6"
"EPB41L1",1.34696070003063e-27,0.796907165747362,0.243,0.144,2.49079972649664e-23,"EPB41L1"
"RPL36A",1.63509522615819e-27,0.318884068463523,0.811,0.619,3.02361809221172e-23,"RPL36A"
"ISM2",1.76561656146767e-27,0.871592732820688,0.13,0.053,3.26497814546602e-23,"ISM2"
"STAB1",1.91803155028373e-27,-0.2437279201852,0.791,0.786,3.54682394278467e-23,"STAB1"
"HEXIM1",2.47231319977165e-27,0.592920633536628,0.291,0.183,4.57180156901773e-23,"HEXIM1"
"RPL22L1",3.83173642874848e-27,0.477513225502518,0.41,0.297,7.08564700404168e-23,"RPL22L1"
"IL12RB2",4.39081958719224e-27,0.422342415589072,0.475,0.353,8.11950358063588e-23,"IL12RB2"
"VNN1",6.43569927016614e-27,0.989652239113177,0.213,0.12,1.19008950903912e-22,"VNN1"
"PLAU",6.81780090754572e-27,-1.21934424510153,0.089,0.162,1.26074774382335e-22,"PLAU"
"MYL6",7.04656933186486e-27,-0.1888664961369,0.887,0.888,1.30305160084845e-22,"MYL6"
"SAMHD1",7.58569295558113e-27,-0.366781582953578,0.547,0.62,1.40274634134606e-22,"SAMHD1"
"FHIT",8.7978306393768e-27,0.966127330675772,0.212,0.121,1.62689484183356e-22,"FHIT"
"RDH10",8.82379327524444e-27,0.765355051765732,0.21,0.118,1.6316958524582e-22,"RDH10"
"CTSC",9.66425605407414e-27,-0.1456800623822,0.937,0.91,1.78711422951939e-22,"CTSC"
"MCTP2",1.52495004307911e-26,0.856612854769935,0.219,0.128,2.81993761966189e-22,"MCTP2"
"FGFR1",1.88340810704265e-26,0.492708224699585,0.449,0.332,3.48279827154327e-22,"FGFR1"
"MLF1",2.212986898985e-26,0.843447983880681,0.181,0.093,4.09225537360306e-22,"MLF1"
"CCPG1",2.92005202970931e-26,0.461809886223477,0.402,0.291,5.39976021333846e-22,"CCPG1"
"NCOA1",3.11005296030688e-26,0.598032332368587,0.35,0.246,5.75110993419947e-22,"NCOA1"
"GIPC2",3.92706914408285e-26,0.485837355357582,0.342,0.231,7.261936261238e-22,"GIPC2"
"TNFRSF10D",4.08771744422715e-26,1.10092931804341,0.14,0.064,7.55900709786485e-22,"TNFRSF10D"
"XAGE2",4.22799401468733e-26,1.13235322074457,0.132,0.057,7.81840653195981e-22,"XAGE2"
"CCDC144A",4.57601246311233e-26,0.829312568470605,0.213,0.122,8.46196224678733e-22,"CCDC144A"
"ZNF844",5.73456883600466e-26,0.838331524516919,0.202,0.112,1.06043646915398e-21,"ZNF844"
"TUBB2A",6.40338480558056e-26,0.892388142690681,0.226,0.133,1.18411391824796e-21,"TUBB2A"
"PILRA",7.0044362000715e-26,-0.951503955959165,0.138,0.22,1.29526034211722e-21,"PILRA"
"ESRRG",1.11897668499345e-25,0.953976079509797,0.179,0.094,2.06921168588989e-21,"ESRRG"
"APOE",1.37653582461589e-25,-0.905274643086625,0.321,0.396,2.5454900468797e-21,"APOE"
"KDM6B",1.40941725425787e-25,0.46654627659346,0.323,0.215,2.60629438657366e-21,"KDM6B"
"ANKDD1A",1.84327686114876e-25,1.06177069895973,0.11,0.042,3.40858757163628e-21,"ANKDD1A"
"DEDD2",1.96187274431772e-25,0.829672755603363,0.201,0.112,3.62789507879233e-21,"DEDD2"
"CFI",2.54753303745029e-25,1.75803369436153,0.111,0.045,4.71089809285307e-21,"CFI"
"CHSY3",3.07966134926551e-25,1.40555154414877,0.122,0.051,5.69490976706179e-21,"CHSY3"
"EGFL7",3.29118847089698e-25,0.290719601238757,0.744,0.609,6.08606572038269e-21,"EGFL7"
"DNAJB4",3.983015604374e-25,0.40207826107908,0.443,0.34,7.3653924556084e-21,"DNAJB4"
"RHOA",4.17514577590338e-25,-0.260606761198301,0.732,0.759,7.72067956880052e-21,"RHOA"
