"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"GNAI2",0.000166194892145762,-0.00420391988900892,0.798,0.783,1
"BMF",0.000169461340062306,0.548488201960303,0.118,0.088,1
"PLPP5",0.00016956838963223,-0.443068207134487,0.097,0.131,1
"VPS50",0.000170447803816736,-0.288958633914043,0.116,0.153,1
"LMO2",0.000171283959989743,-0.462329733395231,0.346,0.395,1
"AGPS",0.000174575428543337,-0.362813700449843,0.223,0.271,1
"SRSF3",0.000174632499108369,0.0759082253532282,0.601,0.577,1
"FUBP3",0.000174728351780267,-0.367406666062455,0.149,0.191,1
"GALK2",0.000176882947686156,-0.184815606764762,0.087,0.121,1
"FER",0.000177785827774656,-0.261347996205134,0.15,0.19,1
"DCLRE1C",0.000178424167566034,-0.055742158922836,0.076,0.108,1
"RCN2",0.000181453181991298,-0.374684378624028,0.124,0.161,1
"NAA25",0.000182473994795943,-0.281609339845951,0.094,0.127,1
"PSMB1",0.000183430652319938,-0.463781070851025,0.434,0.477,1
"CNRIP1",0.000183590786630634,-0.482619172903649,0.23,0.277,1
"RIN2",0.00018443125881456,-0.27240011528069,0.439,0.5,1
"SLC35B4",0.000185361934314107,-0.426102298071548,0.083,0.114,1
"RNPEP",0.000186294058147521,0.160842445690639,0.359,0.325,1
"UBE2H",0.000186401486254887,0.201337660517464,0.379,0.343,1
"SERPINF1",0.000187501700718681,0.0581004488271022,0.362,0.32,1
"CAMSAP2",0.000188175654642919,-0.377073133749922,0.129,0.169,1
"SAFB2",0.000188294909688075,0.44442965945769,0.238,0.206,1
"CDK13",0.000188460694204708,0.0120889229647158,0.203,0.257,1
"MAN2B1",0.000189090589790294,-0.18345612888352,0.433,0.476,1
"CIZ1",0.00018949930887018,0.511853301562004,0.148,0.115,1
"STARD7",0.000191878644181425,-0.277108483744379,0.313,0.365,1
"HIPK2",0.000191884971890085,0.588586343366781,0.12,0.09,1
"N4BP1",0.000194945784685361,0.32099325635773,0.263,0.23,1
"SC5D",0.000195675896157609,-0.3470889453974,0.072,0.101,1
"MRPS26",0.000196358778941256,-0.680031711366375,0.118,0.153,1
"CLOCK",0.000196487600206542,-0.259380642426681,0.112,0.149,1
"TMEM138",0.00019659626601144,-0.36474478792244,0.083,0.115,1
"GAS2L3",0.000197250181781637,0.526448412013141,0.241,0.209,1
"ARG2",0.000198621897616735,0.64561390563171,0.103,0.075,1
"SH2B3",0.000199272903035132,0.122610295181447,0.506,0.469,1
"BRAT1",0.000199618635265135,-0.0806728839545047,0.199,0.251,1
"MYCBP2",0.000200734951175414,0.284970273669064,0.393,0.362,1
"ABHD18",0.00020197260764851,-0.23065125660704,0.091,0.124,1
"TET3",0.000202819405138291,0.632334822652621,0.197,0.165,1
"BNIP2",0.000203015961525866,0.0540221745034413,0.511,0.48,1
"DNAJB9",0.00020472501752451,0.254554679482073,0.22,0.185,1
"GIMAP6",0.0002050793724694,-0.455941188945564,0.325,0.374,1
"SLFN11",0.000205840631717732,0.441779687181967,0.255,0.223,1
"ATP6V0A1",0.000206296874912462,0.269762499743433,0.469,0.446,1
"SRF",0.000208605541261131,0.488557240353978,0.112,0.083,1
"AMPD2",0.000209273295584906,0.694369793406108,0.12,0.091,1
"NME6",0.000209755658428104,-0.418692964301693,0.08,0.11,1
"ITPK1",0.000210768563565725,0.639504645657549,0.127,0.097,1
"RBBP7",0.000210929461692021,-0.361237621493019,0.245,0.294,1
"ANKFY1",0.000211313475657663,0.293175713754797,0.344,0.312,1
"TSPAN14",0.000211400643256734,0.18051144263096,0.376,0.345,1
"TADA2B",0.000213290918880557,0.256524341381292,0.111,0.081,1
"DNAJC10",0.00021948632409247,-0.274587772760327,0.23,0.28,1
"RBM42",0.000220551857741469,0.19061125218346,0.261,0.224,1
"KCMF1",0.000220822411934887,-0.352018814455556,0.146,0.186,1
"GCA",0.000221478176639422,-0.395708409100135,0.501,0.561,1
"NOP14",0.00022406308585085,0.651459538429471,0.113,0.084,1
"TET2",0.000224499226285945,0.570048039948197,0.29,0.267,1
"RNF146",0.000224846593307808,-0.171678149993972,0.127,0.167,1
"UBE3A",0.000226252571982015,0.227530753326269,0.371,0.341,1
"AAMP",0.00022696179506817,-0.280349555867277,0.19,0.236,1
"NDRG3",0.000228459950207419,-0.430327821080771,0.124,0.161,1
"BAG4",0.000228859596511544,-0.354627031225155,0.21,0.254,1
"MPHOSPH6",0.000233200161398643,-0.468420500449265,0.089,0.121,1
"KDM1A",0.000235111245132985,0.466722447706194,0.148,0.117,1
"PAK1",0.00023566162119246,0.291628677960533,0.227,0.191,1
"JAK2",0.000236813530943546,0.310513166587534,0.385,0.357,1
"DYNLT3",0.000236934038048465,-0.60012723117066,0.171,0.208,1
"ELP4",0.000238700206936134,-0.349144407263653,0.079,0.11,1
"MDN1",0.000239720341603141,0.67882337080923,0.125,0.096,1
"RABGEF1",0.000241870822374817,0.665936133204762,0.124,0.096,1
