"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"RPS6KA5",0.0411742974335242,0.169114558642459,0.108,0.083,1
"MRPL57",0.0411751775338926,-0.177933576674455,0.347,0.278,1
"YAF2",0.0412358466177857,-0.164950574793019,0.169,0.132,1
"STXBP6",0.0414114928340988,-0.258649895558489,0.226,0.183,1
"SHARPIN",0.0414688655186526,-0.199718545763427,0.154,0.118,1
"SAP18",0.0418897540546019,-0.334339433152903,0.539,0.513,1
"ARL2BP",0.0419014497930697,-0.426996732346137,0.164,0.127,1
"PPP1CA",0.0420725601047276,-0.312549601576901,0.379,0.301,1
"URM1",0.042171537791365,-0.192462834530853,0.16,0.124,1
"DRG2",0.0422884640283831,-0.503883289724775,0.116,0.087,1
"CCDC47",0.0428239573290837,-0.122095218877085,0.441,0.355,1
"DR1",0.0428405907256842,-0.253730816841511,0.276,0.219,1
"CEBPZOS",0.0429663059135116,-0.445036568544834,0.247,0.193,1
"CD164",0.043255717156656,-0.262759779870902,0.679,0.632,1
"RHEB",0.0433585371766694,-0.494853955514867,0.359,0.357,1
"DYNC1LI1",0.0434740412676939,-0.251417452907587,0.179,0.139,1
"TRIM8",0.0435167924961657,-0.516238788358615,0.335,0.327,1
"NDUFA11",0.0435573875375547,-0.0103938899872182,0.48,0.397,1
"DNPH1",0.043645374764623,-0.585218452761025,0.361,0.354,1
"TAF1D",0.0437602476745045,-0.505219941282835,0.291,0.294,1
"NDUFC1",0.0439356400269358,-0.0920536248699224,0.45,0.369,1
"PDHA1",0.0440804981543954,-0.41612639825189,0.18,0.141,1
"HCG11",0.0442140691696114,-0.345674245017202,0.105,0.078,1
"MLF2",0.044272295841454,-0.149823428967503,0.288,0.232,1
"VASP",0.0443743582035548,-0.190919933268083,0.455,0.368,1
"SUDS3",0.0444060668318177,-0.175930054505026,0.189,0.148,1
"APTX",0.0445649357345824,-0.275500596864478,0.128,0.098,1
"LINC00278",0.0446136063472665,0.971090707976924,0.108,0.091,1
"ARF1",0.0446931627099676,-0.0362271994328427,0.651,0.555,1
"SF3A1",0.0447726789069885,-0.286032158707915,0.276,0.218,1
"CEBPZ",0.044779688460614,-0.405673310873745,0.27,0.211,1
"MRPL40",0.0448409544456075,-0.393405402092412,0.258,0.203,1
"RAB13",0.0450798879896992,-0.0936950592986955,0.248,0.199,1
"MTHFR",0.0452182800123456,-0.146563228556654,0.261,0.208,1
"IVNS1ABP",0.0453048696892853,-0.23067687905516,0.279,0.224,1
"MFSD14B",0.045402152253816,-0.301355018031113,0.26,0.207,1
"EIF4B",0.0455296561348358,-0.0398949852814268,0.597,0.497,1
"PCNT",0.0455942695517675,-0.255821637553512,0.165,0.131,1
"NUDT1",0.0456114587021099,-0.36723918940407,0.169,0.132,1
"UAP1L1",0.0456320515762833,-0.0989027400223597,0.112,0.085,1
"MED8",0.0458761112948884,-0.376384582905175,0.172,0.134,1
"PSMD4",0.0466581805928185,-0.396749441863291,0.321,0.255,1
"CCDC174",0.0468967065355076,-0.322755875879696,0.162,0.125,1
"MGST3",0.0469644925023196,0.0463079073467927,0.543,0.468,1
"HMGCL",0.0470677883519288,-0.348570827998233,0.218,0.172,1
"SETBP1",0.0471828428352773,0.00940894460123709,0.12,0.093,1
"NUBP2",0.0472981877260806,-0.22972874264773,0.152,0.118,1
"FAM219B",0.0474510734584322,-0.281279555950596,0.137,0.106,1
"GNAS",0.0477212629846399,0.0359568961998051,0.861,0.812,1
"RBM12",0.0477673859141538,-0.398293921082528,0.205,0.16,1
"HDGF",0.04782069333081,-0.194360593073354,0.229,0.182,1
"TATDN1",0.0479271209221873,-0.429219517506066,0.143,0.11,1
"ZC3H13",0.0481869644563963,-0.170581819286968,0.372,0.3,1
"ZNF12",0.0485484521709416,-0.375605965300917,0.148,0.116,1
"EHD1",0.0485509832611752,-0.24109314121271,0.243,0.194,1
"ARHGEF37",0.0486411973532194,-0.083333236894032,0.111,0.085,1
"RB1",0.0486434555116201,-0.148546375891815,0.66,0.566,1
"ZDHHC6",0.0491667519395264,-0.334807365587696,0.184,0.145,1
"IKBKG",0.0491996259043994,-0.421425277250105,0.131,0.101,1
"RBM12B",0.0492452045249977,-0.288434860963848,0.158,0.125,1
"SLC35D2",0.049382301951757,-0.392179012048006,0.15,0.116,1
"SCML1",0.0499702799695999,-0.638783315223133,0.138,0.156,1
"GRIN2C",0.0499971050328158,-0.229392482111058,0.3,0.245,1
"PNN",0.0500918507923248,-0.425845599123098,0.413,0.389,1
"PHACTR1",0.0501214484445439,0.0113463836402171,0.21,0.172,1
"HNRNPH3",0.0501521253920958,-0.182737204929983,0.402,0.329,1
"COPS2",0.0501537147367446,-0.258311768415319,0.253,0.204,1
"PMPCB",0.0503384201349238,-0.0168451047206932,0.196,0.155,1
"RNF214",0.0506049854114654,-0.425468862856001,0.113,0.085,1
"TXNDC9",0.0509786384899568,-0.512814675066364,0.167,0.13,1
"PTS",0.0509896591416665,0.167287284306952,0.102,0.078,1
"DRAM1",0.0512694478924802,-0.261638674217376,0.443,0.359,1
