"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"MYO5B",2.12374702556147e-05,1.29023088797569,0.017,0.008,0.423475156896957,"MYO5B"
"TNFSF13B",2.16154538632647e-05,0.431416257445719,0.18,0.148,0.431012150033499,"TNFSF13B"
"PIK3R4",2.16860357059069e-05,0.273080973006374,0.105,0.079,0.432419551975784,"PIK3R4"
"OAZ3",2.19575072104013e-05,-0.640290752606513,0.019,0.031,0.437832693775402,"OAZ3"
"STARD4",2.20408766013834e-05,0.446433599043807,0.197,0.165,0.439495079431585,"STARD4"
"AFF3",2.20700019164879e-05,-0.456854698329022,0.112,0.137,0.440075838214769,"AFF3"
"ATAD3B",2.22336428258876e-05,-0.348847937793512,0.041,0.059,0.443338837948199,"ATAD3B"
"NBEA",2.2300052913442e-05,-0.714093332843037,0.051,0.07,0.444663055094033,"NBEA"
"HECTD4",2.23935177839359e-05,0.334084555165003,0.16,0.128,0.446526744611682,"HECTD4"
"DCLK2",2.25134973267512e-05,-0.417959287186402,0.016,0.028,0.448919136695419,"DCLK2"
"SLC35C1",2.27458974613351e-05,-0.425181785693335,0.04,0.058,0.453553195379021,"SLC35C1"
"SNAI3-AS1",2.27564602317636e-05,-0.950061561771121,0.008,0.017,0.453763817021365,"SNAI3-AS1"
"MMP19",2.27601928621907e-05,-0.666974214080729,0.023,0.037,0.453838245672083,"MMP19"
"POLB",2.30096092304476e-05,0.425859197181238,0.107,0.082,0.458811608055125,"POLB"
"ZNF664",2.30690145999123e-05,-0.317483800149636,0.089,0.113,0.459996151122251,"ZNF664"
"AKAP5",2.30988297456743e-05,1.22491310784808,0.013,0.005,0.460590665128745,"AKAP5"
"ZNF451-AS1",2.31129467252691e-05,-0.454632253602626,0.006,0.014,0.460872157701866,"ZNF451-AS1"
"ASMTL-AS1",2.31928006726014e-05,-0.852286273754185,0.012,0.022,0.462464445411673,"ASMTL-AS1"
"CD28",2.32082375597682e-05,0.252416276106518,0.498,0.46,0.462772256941779,"CD28"
"CD226",2.32333276755128e-05,-0.797341604132941,0.006,0.015,0.463272553849724,"CD226"
"MORN4",2.33593343922656e-05,-0.746084042926894,0.009,0.018,0.465785127781776,"MORN4"
"LCLAT1",2.33654083271228e-05,-0.382516376651612,0.069,0.091,0.465906242042828,"LCLAT1"
