"g0","g1","g2","g3","g4","g5","g6","g7","g8","g9","g10","Gene"
1.92424346706335,4.70085779640329,2.38963104809325,6.19039271317122,4.80394824268532,2.54668043467381,4.35313006584276,5.80273874233483,6.61141913203637,5.09696370505152,0.986141657849783,"S100A4"
4.30979680051364,0.309434730742766,0.368055991754303,0.96459256745449,0.487625282994637,0.438979494358754,0.764338103344277,0.948531321530147,0.903720758860884,0.77659744395114,1.35517615646431,"IL1B"
0.00590313085892823,0.0307042522568782,0.0291831558203304,0.00841948471194871,0.0460266307485824,0.00294887481271895,1.13346608981948,0.0103302139739727,0,0.0787364406437815,0,"KIF4A"
2.23610827718479,0.373289569526484,0.24296253437298,1.31751598149342,0.749730547192364,2.01848651960072,1.1415953575279,2.29028215889369,0.485991194339587,0.863218428450014,0.660262842796815,"TNF"
11.9247320931387,10.8855073659631,5.7699204333181,8.93200587393604,9.94836846245957,7.14258816103399,6.24691610999112,8.89035101111549,17.5037590718974,6.24734790707262,7.85696509298438,"DAB2"
11.6671826407656,11.2376687471736,5.88150971365498,16.5727079354181,9.66669873262668,7.0820926985567,6.39849692344854,13.9003706267336,21.2005567881416,5.78759037605142,4.70351428147112,"C1QA"
0.0391958481653846,0.080471650766117,0.0370632418293405,0.0466338178681255,0.168122093341825,0.0144034114969775,4.092246114535,0.112551607450755,0.0914317531776593,0.388493084553702,0.0239763544924185,"MKI67"
6.22768219701087,7.67435496465435,6.22624217508506,5.63856751482005,6.28411106381794,5.97697564795013,4.35300080451073,5.00084289006643,7.00257910417017,4.5405747201095,4.66855156752348,"MAF"
8.63557728602415,6.97088176059487,7.56415436218714,8.26806430609624,6.21458689047982,6.03201376610178,4.8381073985893,7.83496873431849,7.59928670942683,4.88456065660401,8.7792814736474,"MRC1"
0.444936958995847,2.31044461680007,0.36887237933907,2.66807546704573,2.76096892353682,0.532958850451727,1.90021154451842,2.58013545164899,1.27734478310553,2.6773923057184,0.494262276327536,"TREM2"
2.84285452472763,3.05638171632521,2.37548661428256,6.62829304172627,3.00888978383418,1.20133850368271,2.09202706688129,6.98122210673252,5.52610668558193,2.14216310948425,1.26486913689222,"FCGR3A"
0.648993498980773,1.54984429354855,2.94859083173817,2.52431167705667,0.810067545194691,0.886095707770952,0.532777014270689,1.49406968241634,1.42937279257458,0.556115631132854,1.34888242037766,"CCL13"
4.40285048719958,4.81336976505947,3.11864818266639,5.39769231666908,4.37958749717489,3.59927722836661,4.59626755280235,5.24390529361114,5.75853138223566,4.16303856088056,1.91730119541761,"CLIC1"
1.69360798871078,1.87308217932528,0.444644296389238,12.7010496715427,0.686203051862915,1.83575333933586,1.31733076338912,10.1475525524351,5.8998282576551,0.326724458032041,0.487672005001696,"HLA-DRA"
7.72186697095004,1.13478153183404,1.78723024811751,4.85829056690777,2.14901085010533,5.28899039421412,2.34065613970656,6.01010737817078,2.68631198072865,2.11229017797267,4.97019203722675,"NFKBIZ"
7.34198204829883,7.11606471360561,4.06724504915813,8.22492453278849,5.40519913492472,5.52429819097208,5.42309442397683,6.05632279777776,10.549473566247,4.40540014779121,2.27246244773991,"AIF1"
0.128156460756097,0.0579217061533562,1.92211398505356,0.122770924104458,0.0368804710492322,0.109098828259461,0.0552044944139827,0.173132192509085,0.0709941826045869,0,1.02370542259305,"PRKN"
14.0398650806807,12.3490349875964,11.585013509618,8.75018240425771,12.1865642580148,8.28701657114722,7.33010949686536,12.1600676922505,18.7711195860501,6.98016182771925,14.1694427344969,"SPP1"
