"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"SEC61G",6.03301271529938e-14,0.381406821493019,0.361,0.275,1.2029827354307e-09,"SEC61G"
"NDUFA9",6.14248754024187e-14,0.712941120839189,0.154,0.094,1.22481201552423e-09,"NDUFA9"
"WBP1L",6.23811462520555e-14,0.456583772938897,0.253,0.178,1.24388005626599e-09,"WBP1L"
"CHKB",6.42635445429993e-14,0.752053490342532,0.138,0.081,1.28141507818741e-09,"CHKB"
"SAV1",6.57285695375231e-14,0.37263609400615,0.181,0.116,1.31062767657821e-09,"SAV1"
"LEPROT",6.63941853312575e-14,0.329931115111501,0.43,0.339,1.32390005550528e-09,"LEPROT"
"CRIM1",6.82336242585965e-14,0.351648338275184,0.22,0.144,1.36057846771641e-09,"CRIM1"
"FAU",6.85952241503659e-14,0.176303200709882,0.932,0.762,1.3677887695583e-09,"FAU"
"SSBP1",6.89278352077396e-14,0.403687426464286,0.335,0.252,1.37442103404233e-09,"SSBP1"
"MAN2B2",6.94334970867981e-14,0.490937269297239,0.251,0.177,1.38450393191075e-09,"MAN2B2"
"ID2",7.13712361477241e-14,0.143176672441702,0.545,0.421,1.42314244878562e-09,"ID2"
"HNRNPL",7.30639794161904e-14,-0.614054771614924,0.183,0.245,1.45689574955884e-09,"HNRNPL"
"PDCD7",7.37328630859898e-14,0.330363119804597,0.201,0.131,1.47023328993464e-09,"PDCD7"
"CREM",7.42756724517076e-14,0.216246734118476,0.497,0.408,1.48105690868705e-09,"CREM"
"UBE3C",7.47653575173557e-14,-0.737898132800599,0.164,0.221,1.49082122889607e-09,"UBE3C"
"FEZ2",7.67392026825589e-14,0.309663493727854,0.493,0.401,1.53017970149022e-09,"FEZ2"
"GIMAP6",7.69087596236582e-14,0.339294297294051,0.343,0.258,1.53356066689574e-09,"GIMAP6"
"BCKDK",8.07369259142732e-14,0.557407352244777,0.227,0.157,1.60989430273061e-09,"BCKDK"
"ANKHD1",8.08315050765409e-14,0.392894834246873,0.312,0.223,1.61178021122623e-09,"ANKHD1"
"HLX",8.33194950125917e-14,0.306010870584309,0.242,0.165,1.66139073055108e-09,"HLX"
"ARG2",8.56117057001061e-14,0.417692111916014,0.134,0.077,1.70709741166012e-09,"ARG2"
"MDFIC",8.73183186332549e-14,-0.806527363278165,0.09,0.141,1.7411272735471e-09,"MDFIC"
"C4orf48",8.76419311719667e-14,0.256520592636786,0.494,0.389,1.74758010756902e-09,"C4orf48"
"LEO1",9.24596620769484e-14,0.760343882282171,0.135,0.08,1.84364566181435e-09,"LEO1"
"MAP3K5",9.2872530085043e-14,-0.612173653003885,0.235,0.291,1.85187824989576e-09,"MAP3K5"
"GSDME",9.91732277570128e-14,0.592522882974577,0.13,0.075,1.97751416147484e-09,"GSDME"
"ZMYM4",1.01099564455425e-13,-0.674678746010011,0.206,0.265,2.01592531524117e-09,"ZMYM4"
"UBE2L3",1.05893725206344e-13,0.361299917072633,0.384,0.297,2.11152088061451e-09,"UBE2L3"
"DNM2",1.12028475142016e-13,-0.495465230089107,0.322,0.377,2.2338477943318e-09,"DNM2"
"GTF2H5",1.12367605259693e-13,0.394120767698517,0.249,0.174,2.24061004887827e-09,"GTF2H5"
"SETDB2",1.14557594765673e-13,-0.771758424636573,0.149,0.206,2.28427843962753e-09,"SETDB2"
"LSM4",1.14985264259876e-13,0.372045759697052,0.343,0.257,2.29280616934193e-09,"LSM4"
"NBR1",1.16756198178706e-13,0.344004122101903,0.338,0.254,2.32811859168339e-09,"NBR1"
"PACS1",1.17661987389638e-13,-0.665922289412805,0.186,0.245,2.34618002854939e-09,"PACS1"
"NFKBIZ",1.18525405498213e-13,-0.612356789642563,0.545,0.53,2.36339658563436e-09,"NFKBIZ"
"ERC1",1.23795673433297e-13,-0.703429263564953,0.206,0.262,2.46848572825995e-09,"ERC1"
"CHCHD7",1.26559165312361e-13,0.306432117123976,0.433,0.339,2.52358975632848e-09,"CHCHD7"
"SMIM19",1.29764577886002e-13,0.426864160233739,0.247,0.173,2.58750568304688e-09,"SMIM19"
"NCKAP5L",1.38097183550407e-13,0.283127956342406,0.203,0.135,2.75365783999512e-09,"NCKAP5L"
"NPHP3",1.45164294822393e-13,0.520162198296994,0.186,0.119,2.89457603875852e-09,"NPHP3"
"KLF13",1.45645219028305e-13,-1.00188564167627,0.064,0.109,2.90416566742439e-09,"KLF13"
"POLR1D",1.46634401082326e-13,0.402364547896804,0.308,0.228,2.92388995758159e-09,"POLR1D"
"CEP192",1.49390735870624e-13,-0.822258334336026,0.103,0.154,2.97885127326024e-09,"CEP192"
"CHMP2B",1.53011089659032e-13,0.284127352416721,0.307,0.225,3.05104112780109e-09,"CHMP2B"
"MARK3",1.54539096412393e-13,-0.636681628793848,0.26,0.315,3.08150958246312e-09,"MARK3"
"HLA-C",1.55031307908792e-13,-0.340371763502617,0.639,0.617,3.0913242797013e-09,"HLA-C"
"FAM53B",1.66453900050312e-13,-0.591325997352124,0.135,0.193,3.31909076700323e-09,"FAM53B"
"ITFG1",1.68104479592991e-13,-0.576282047457938,0.285,0.339,3.35200332308425e-09,"ITFG1"
"WDR82",1.71325114547743e-13,0.366982529970398,0.298,0.217,3.41622278408199e-09,"WDR82"
"ITCH",1.72431995535464e-13,-0.606626677823813,0.188,0.246,3.43829399097716e-09,"ITCH"
"RIN3",1.72717423753465e-13,-0.551238449793504,0.268,0.322,3.4439854296441e-09,"RIN3"
"MRPL40",1.84778390697376e-13,0.416019986945212,0.228,0.159,3.68448111050567e-09,"MRPL40"
"N4BP2L1",1.91564172648586e-13,0.321382642832921,0.257,0.18,3.81978960261281e-09,"N4BP2L1"
"TNFRSF10B",2.02295187450277e-13,0.181082623303461,0.261,0.182,4.03376603775853e-09,"TNFRSF10B"
"SLC11A2",2.02690775674459e-13,-0.532873009551898,0.301,0.352,4.04165406694871e-09,"SLC11A2"
"MYL12A",2.09904560540243e-13,0.222200848458144,0.687,0.558,4.18549693717245e-09,"MYL12A"
"PNKD",2.11948321368913e-13,0.285420895984072,0.414,0.322,4.22624952809613e-09,"PNKD"
"TGIF1",2.2873400098342e-13,0.357915141580598,0.21,0.14,4.5609559796094e-09,"TGIF1"
"ARHGAP26",2.31225576437241e-13,-0.530188978126015,0.394,0.426,4.61063799415859e-09,"ARHGAP26"
"TANK",2.33077566595995e-13,0.242315630325321,0.404,0.314,4.64756667792415e-09,"TANK"
"RNASEH2C",2.33587115585748e-13,0.360707626203581,0.247,0.174,4.65772708477981e-09,"RNASEH2C"
"ISG20L2",2.37386483485931e-13,0.378738461262235,0.174,0.111,4.73348648070947e-09,"ISG20L2"
"MYO15B",2.37654184178014e-13,-1.19264129554005,0.117,0.167,4.7388244325096e-09,"MYO15B"
"SMYD3",2.37690658729875e-13,-0.997885722393662,0.11,0.16,4.73955173507371e-09,"SMYD3"
"PLA2G15",2.45944170436371e-13,0.208699887431933,0.544,0.45,4.90412675850124e-09,"PLA2G15"
"AHSA1",2.59052571159887e-13,0.239732764600904,0.329,0.241,5.16550826892815e-09,"AHSA1"
"PTPRK",2.59964523446269e-13,0.222895362885495,0.195,0.124,5.1836925975186e-09,"PTPRK"
"TMEM9B",2.61153024816483e-13,0.335900516699922,0.362,0.277,5.20739131484068e-09,"TMEM9B"
"LAMTOR3",2.70964939776867e-13,0.353299383588621,0.297,0.216,5.40304089915073e-09,"LAMTOR3"
