"orig.ident","nCount_RNA","nFeature_RNA","dataset","disease","disease_group","RNA_snn_res.0.1","seurat_clusters","RNA_snn_res.0.15","RNA_snn_res.0.2","RNA_snn_res.0.25","RNA_snn_res.0.3","cluster_final","subtype","UMAP_1","UMAP_2","dataset_label","UMAP_1","UMAP_2","trimester"
"Hofbauer_Atlas_Corrected",4504.18486037851,3929,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","1","0","0","4","7","7","0","Pro-inflammatory",-2.85332607261117,7.92674973973232,"D2",-2.85332607261117,7.92674973973232,"Late"
"Hofbauer_Atlas_Corrected",2250.39552939456,947,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","0","1","1","1","3","3","1","MHCII+ Antigen-presenting",-0.629823079027488,-0.171708073530616,"D2",-0.629823079027488,-0.171708073530616,"Late"
"Hofbauer_Atlas_Corrected",2749.33346505419,1337,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","4","4","4","4","5","5","4","Vascular remodeling",-0.0965410076754828,-2.21992441645664,"D2",-0.0965410076754828,-2.21992441645664,"Late"
"Hofbauer_Atlas_Corrected",2704.42685365081,1286,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","4","4","4","4","5","5","4","Vascular remodeling",0.268760213933633,-2.12861773005527,"D2",0.268760213933633,-2.12861773005527,"Late"
"Hofbauer_Atlas_Corrected",1836.06372307819,681,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","4","4","4","4","5","5","4","Vascular remodeling",-0.300643955983474,-2.60802194109959,"D2",-0.300643955983474,-2.60802194109959,"Late"
"Hofbauer_Atlas_Corrected",4193.22555947977,3216,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","1","0","0","4","7","7","0","Pro-inflammatory",-2.84704064361031,8.10402873524624,"D2",-2.84704064361031,8.10402873524624,"Late"
"Hofbauer_Atlas_Corrected",4353.10369310423,3383,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","0","0","0","0","0","0","0","Pro-inflammatory",-2.58497237197335,3.97680667408901,"D2",-2.58497237197335,3.97680667408901,"Late"
"Hofbauer_Atlas_Corrected",3993.20644523686,2826,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","1","0","0","4","7","7","0","Pro-inflammatory",-2.56770466796334,7.86858275898891,"D2",-2.56770466796334,7.86858275898891,"Late"
"Hofbauer_Atlas_Corrected",1515.06288995258,509,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","4","4","4","4","5","5","4","Vascular remodeling",-0.176726048507049,-2.1344072484116,"D2",-0.176726048507049,-2.1344072484116,"Late"
"Hofbauer_Atlas_Corrected",2829.82661935269,1403,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","4","4","4","4","5","5","4","Vascular remodeling",-0.306060379065826,-0.83128234377903,"D2",-0.306060379065826,-0.83128234377903,"Late"
"Hofbauer_Atlas_Corrected",4115.24252975073,3119,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","1","0","0","0","0","0","0","Pro-inflammatory",-3.50197838775094,7.1968961096664,"D2",-3.50197838775094,7.1968961096664,"Late"
"Hofbauer_Atlas_Corrected",4656.82871278547,4205,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","5","6","6","6","6","6","5","MKI67+ Proliferating",4.81741620071952,-6.37273212901157,"D2",4.81741620071952,-6.37273212901157,"Late"
"Hofbauer_Atlas_Corrected",2043.8028134398,802,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","0","1","1","1","13","13","1","MHCII+ Antigen-presenting",-0.512788792766883,-0.581463899527015,"D2",-0.512788792766883,-0.581463899527015,"Late"
"Hofbauer_Atlas_Corrected",4164.78665640824,3139,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","5","6","6","6","6","6","5","MKI67+ Proliferating",4.69622851379936,-6.47030064097446,"D2",4.69622851379936,-6.47030064097446,"Late"
"Hofbauer_Atlas_Corrected",4582.41324749374,4318,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","1","0","0","0","0","0","0","Pro-inflammatory",-3.54318808547433,7.56398061284023,"D2",-3.54318808547433,7.56398061284023,"Late"
"Hofbauer_Atlas_Corrected",2687.0704327999,1247,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","4","4","4","4","5","5","4","Vascular remodeling",0.489196786962197,-3.47713705531162,"D2",0.489196786962197,-3.47713705531162,"Late"
"Hofbauer_Atlas_Corrected",1458.19786270599,484,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","4","4","4","4","5","5","4","Vascular remodeling",0.0878416992050866,-3.35558530322117,"D2",0.0878416992050866,-3.35558530322117,"Late"
"Hofbauer_Atlas_Corrected",1974.38928642965,759,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","4","4","4","4","5","5","4","Vascular remodeling",-0.620887985147788,-2.50230976573032,"D2",-0.620887985147788,-2.50230976573032,"Late"
"Hofbauer_Atlas_Corrected",1680.63624340351,602,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","4","4","4","4","5","5","4","Vascular remodeling",-0.0677739881652137,-2.15533277026218,"D2",-0.0677739881652137,-2.15533277026218,"Late"
"Hofbauer_Atlas_Corrected",4620.74727262839,4158,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","0","0","0","0","0","0","0","Pro-inflammatory",-3.67757772437508,4.77294877537685,"D2",-3.67757772437508,4.77294877537685,"Late"
"Hofbauer_Atlas_Corrected",3592.72056205329,2177,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","1","0","0","0","0","0","0","Pro-inflammatory",-2.85943912497933,5.84879640110928,"D2",-2.85943912497933,5.84879640110928,"Late"
"Hofbauer_Atlas_Corrected",4126.81013838686,3018,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","1","0","0","0","0","0","0","Pro-inflammatory",-1.97501455775674,5.45017102726894,"D2",-1.97501455775674,5.45017102726894,"Late"
"Hofbauer_Atlas_Corrected",2185.0574170471,895,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","4","4","4","4","5","5","4","Vascular remodeling",-0.722236832298591,-0.275933679256859,"D2",-0.722236832298591,-0.275933679256859,"Late"
"Hofbauer_Atlas_Corrected",1809.46663378645,659,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","4","4","4","4","5","5","4","Vascular remodeling",-0.0137163304465552,-1.69546731940311,"D2",-0.0137163304465552,-1.69546731940311,"Late"
"Hofbauer_Atlas_Corrected",1816.14554436546,674,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","0","2","2","2","1","1","2","Homeostatic",-1.46672426692422,-1.13959976664585,"D2",-1.46672426692422,-1.13959976664585,"Late"
"Hofbauer_Atlas_Corrected",3547.4450380745,2216,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","0","1","1","1","3","3","1","MHCII+ Antigen-presenting",0.311568806253121,0.364653874125061,"D2",0.311568806253121,0.364653874125061,"Late"
"Hofbauer_Atlas_Corrected",2766.07766849224,1347,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","0","2","2","2","1","1","2","Homeostatic",-2.63420390120919,0.384408984269677,"D2",-2.63420390120919,0.384408984269677,"Late"
"Hofbauer_Atlas_Corrected",2631.42533460629,1224,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","0","2","2","2","1","1","2","Homeostatic",-2.28153954974587,0.126060511853276,"D2",-2.28153954974587,0.126060511853276,"Late"
"Hofbauer_Atlas_Corrected",2032.87575184578,786,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","0","2","2","2","1","1","2","Homeostatic",-1.93389200202401,-0.432693626795234,"D2",-1.93389200202401,-0.432693626795234,"Late"
"Hofbauer_Atlas_Corrected",1673.3102228774,592,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","0","2","2","2","1","1","2","Homeostatic",-1.74606489173348,-0.475273158464851,"D2",-1.74606489173348,-0.475273158464851,"Late"
"Hofbauer_Atlas_Corrected",1946.74889695065,761,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","0","2","2","2","1","1","2","Homeostatic",-1.86730729571755,-0.511200454149666,"D2",-1.86730729571755,-0.511200454149666,"Late"
"Hofbauer_Atlas_Corrected",2655.04853999558,1244,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","0","2","2","2","1","1","2","Homeostatic",-1.80935501090462,-0.45640828839344,"D2",-1.80935501090462,-0.45640828839344,"Late"
"Hofbauer_Atlas_Corrected",2432.7346858838,1064,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","0","2","2","2","1","1","2","Homeostatic",-1.63014363280709,-0.141771581087532,"D2",-1.63014363280709,-0.141771581087532,"Late"
"Hofbauer_Atlas_Corrected",1874.05910300719,695,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","0","2","2","2","1","1","2","Homeostatic",-1.98536836139138,-0.428798224840583,"D2",-1.98536836139138,-0.428798224840583,"Late"
"Hofbauer_Atlas_Corrected",2511.36275788216,1143,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","0","2","2","2","1","1","2","Homeostatic",-1.88900946608956,-0.360045101557197,"D2",-1.88900946608956,-0.360045101557197,"Late"
"Hofbauer_Atlas_Corrected",2230.92312686184,920,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","0","2","2","2","1","1","2","Homeostatic",-2.01247214309151,0.015629459108887,"D2",-2.01247214309151,0.015629459108887,"Late"
"Hofbauer_Atlas_Corrected",1678.728330544,590,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","0","2","2","2","1","1","2","Homeostatic",-2.09649216166909,-0.588102605257454,"D2",-2.09649216166909,-0.588102605257454,"Late"
"Hofbauer_Atlas_Corrected",3124.3664081928,1667,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","0","2","2","2","1","1","2","Homeostatic",-3.00514363280709,0.748883578862725,"D2",-3.00514363280709,0.748883578862725,"Late"
"Hofbauer_Atlas_Corrected",1470.40759067998,480,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","0","2","2","2","1","1","2","Homeostatic",-2.07334982387002,-0.470149900827827,"D2",-2.07334982387002,-0.470149900827827,"Late"
"Hofbauer_Atlas_Corrected",2446.9219514149,1083,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","0","2","2","2","1","1","2","Homeostatic",-1.62290393344338,-0.26546972623867,"D2",-1.62290393344338,-0.26546972623867,"Late"
"Hofbauer_Atlas_Corrected",3012.68613983335,1548,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","0","2","2","2","1","1","2","Homeostatic",-2.00328146449502,-0.150946732674064,"D2",-2.00328146449502,-0.150946732674064,"Late"
"Hofbauer_Atlas_Corrected",2920.56080971147,1483,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","1","0","0","0","0","0","0","Pro-inflammatory",-3.67524742118294,3.47951820858913,"D2",-3.67524742118294,3.47951820858913,"Late"
"Hofbauer_Atlas_Corrected",3723.46423301246,2386,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","0","1","1","1","3","3","1","MHCII+ Antigen-presenting",0.317713091455148,2.66937187680203,"D2",0.317713091455148,2.66937187680203,"Late"
