"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"FABP5",3.97105568477665e-65,-0.764942181568902,0.261,0.425,7.34327617228898e-61
"PRDM1",5.55938099554812e-65,1.39132469926935,0.232,0.12,1.02804073369676e-60
"ABR",9.03148263021203e-65,1.27448165918602,0.275,0.156,1.67010176797881e-60
"EIF5",1.01759262645616e-64,0.444746332475525,0.696,0.593,1.88173228484274e-60
"FBLN1",1.18488535263059e-64,-0.990989615926025,0.067,0.176,2.19108999408449e-60
"VNN2",1.93408469835128e-64,0.771090101832136,0.228,0.108,3.57650942419119e-60
"PRKACA",2.15076577358312e-64,0.725804984621521,0.348,0.21,3.9771960685099e-60
"TNFSF13",2.22232228194078e-64,0.751036252484489,0.333,0.198,4.10951836376489e-60
"GLCCI1",3.0625456873447e-64,-0.930874879305244,0.105,0.228,5.66325948503783e-60
"SLC3A2",3.27151271032312e-64,0.600256448403311,0.531,0.421,6.04968130392951e-60
"UBL3",3.57950901639564e-64,-0.872458692390275,0.277,0.422,6.61922807311881e-60
"HRH1",3.61972073898479e-64,-0.745749788634833,0.272,0.421,6.69358759053068e-60
"SLCO2B1",3.78539191259033e-64,0.263250129795747,0.757,0.72,6.99994672476204e-60
"IL1RN",5.45886788849847e-64,1.84165548305979,0.12,0.037,1.00945384994114e-59
"ZNF626",6.5835538502312e-64,-2.19908216006752,0.025,0.106,1.21743077798475e-59
"GALNT3",7.04705294629552e-64,-1.74977015580368,0.022,0.1,1.30314103082897e-59
"DCTN6",8.73565386224082e-64,-1.61773273996704,0.075,0.182,1.61539711220557e-59
"TAF15",9.2362024447068e-64,0.83362437328613,0.338,0.205,1.70795855607518e-59
"MRPL38",1.03071569100404e-63,-1.89932643629333,0.032,0.117,1.90599945580467e-59
"HTRA1",1.56313961113174e-63,-1.09579579274218,0.086,0.198,2.89055776890481e-59
"SAP30",2.39911148290041e-63,1.44409157412129,0.185,0.083,4.43643695417943e-59
"QKI",4.42462143035219e-63,0.376523463069139,0.727,0.638,8.18200994900728e-59
"RABAC1",4.49020024142254e-63,-1.17367893194396,0.144,0.27,8.30327828643856e-59
"SRP9",4.50827094681178e-63,-1.02340903226932,0.261,0.397,8.33669463484434e-59
"SLC25A4",5.50371717307437e-63,-1.21145388866182,0.127,0.25,1.01774737964491e-58
"DISC1",5.9055262179677e-63,-0.906108431702692,0.135,0.263,1.09204990822659e-58
"HMGB1",7.67846323432062e-63,-0.492439320614465,0.652,0.791,1.41990142129057e-58
"TGFBR3",7.7694217644161e-63,-0.905784021129974,0.077,0.191,1.43672147267583e-58
"LPAR6",8.01990957476893e-63,-0.53270484829505,0.427,0.572,1.48304167856627e-58
"UMAD1",9.00188874112416e-63,-1.6251393831237,0.06,0.16,1.66462926600868e-58
"DAPK1",9.86950066843294e-63,0.863811482898747,0.41,0.289,1.82506806360662e-58
"DYNC1I2",1.00900036445061e-62,-1.01060822292908,0.22,0.354,1.86584347394208e-58
"ANTXR1",1.06075938536176e-62,-1.08169422783036,0.11,0.23,1.96155625541097e-58
"MX1",1.0986222408612e-62,0.917872971431283,0.405,0.298,2.03157224780053e-58
"EGR2",1.14978802535483e-62,1.00219260429774,0.412,0.305,2.12618801648615e-58
"ISY1",1.16055815778118e-62,-2.00936558103797,0.033,0.118,2.14610414536896e-58
"SIGLEC7",1.47208205599382e-62,1.52166464022778,0.147,0.055,2.72217413794377e-58
"CHCHD1",1.48159108123139e-62,-1.16418609871421,0.209,0.341,2.73975822741309e-58
"CCZ1",1.57737846290359e-62,-2.0061625474902,0.028,0.11,2.91688825360131e-58
"SESN3",1.70276326539801e-62,-0.907282780095371,0.222,0.362,3.14874983037401e-58
"APP",2.67867305632038e-62,0.898372707597045,0.348,0.223,4.95340221574765e-58
"RHBDF2",3.79464558537532e-62,0.707362872641533,0.473,0.354,7.01705861647605e-58
"TAX1BP3",5.56876765596497e-62,-2.0118124625707,0.033,0.116,1.02977651494104e-57
"A2M",1.17833258614754e-61,0.241252820632568,0.771,0.769,2.17897261830404e-57
"AATF",1.25098410224607e-61,1.23071590057199,0.211,0.101,2.31331980187344e-57
"ODF3B",1.78236991330297e-61,1.34418956845735,0.188,0.085,3.29595844367985e-57
"LSM12",1.80336935384629e-61,-1.42437075606184,0.073,0.177,3.33479060913255e-57
"LTBP2",2.00562877011945e-61,-0.857641982996232,0.163,0.296,3.70880872170489e-57
"MIR155HG",2.13348835835288e-61,2.44169113253985,0.102,0.028,3.94524667226614e-57
"HSBP1",3.23808834160464e-61,-0.863335601545892,0.358,0.496,5.9878729612953e-57
"CCL8",3.35872021759281e-61,1.43737027375546,0.22,0.113,6.21094542637262e-57
"ABCA6",3.9626162767589e-61,-0.999924596573382,0.1,0.219,7.32767001898256e-57
"PTPRK",5.74573060946532e-61,-1.24027092734767,0.064,0.166,1.06250050430233e-56
"RRP12",8.79482653472497e-61,1.40029896296653,0.266,0.156,1.62633932280134e-56
"SDF2L1",1.14891781366813e-60,0.78078861211186,0.341,0.218,2.12457882103511e-56
"RPS27L",3.56896009806693e-60,-0.762404899522038,0.39,0.528,6.59972101334538e-56
"TCF7L2",4.93569368099625e-60,-0.876312746990494,0.122,0.246,9.12708475489826e-56
"RPL12",7.06793864138568e-60,0.169040169265013,0.889,0.94,1.30700321356504e-55
"CSNK1E",7.57553483044242e-60,-1.04774302948633,0.08,0.188,1.40086790084541e-55
"SON",9.14604715695785e-60,0.39707805156216,0.712,0.623,1.69128704026465e-55
"NCOR2",1.34334734573417e-59,0.865114645771547,0.358,0.237,2.48411791173162e-55
"FCGR3A",1.42976734776003e-59,0.436073758893672,0.551,0.412,2.64392577947785e-55
"LY96",2.1770340042944e-59,-0.614260278893505,0.558,0.698,4.02577128074121e-55
"POU2F2",2.62753970947079e-59,-0.582883135274898,0.328,0.484,4.85884643075339e-55
"PREX1",2.90026681620142e-59,0.549067519783852,0.535,0.425,5.36317339651967e-55
"EIF4G2",2.92486113014268e-59,0.311749573653899,0.694,0.625,5.40865320185985e-55
"PABPN1",4.07082633527998e-59,0.901436086554685,0.345,0.22,7.52777205919973e-55
"DUSP2",4.18743088108636e-59,1.13802273505501,0.41,0.325,7.7433971853049e-55
"HSD17B11",4.82393598853267e-59,-0.934377605925368,0.246,0.38,8.92042242999461e-55
"DNAJC25",5.40550631969711e-59,-1.32099999323848,0.055,0.149,9.99586228638389e-55
"STAT2",7.19173586419647e-59,0.972728269556031,0.338,0.22,1.32989579600721e-54
"FLII",7.83487781227113e-59,0.828508496075722,0.302,0.177,1.44882560504518e-54
"HDAC8",1.03856015863745e-58,-1.21900902031845,0.05,0.143,1.92050544535237e-54
"IGFBP2",2.17375604152784e-58,-1.03841030917338,0.072,0.173,4.01970967199329e-54
"PFKFB3",3.12533297405569e-58,1.07679757725317,0.363,0.256,5.77936573562378e-54
"TTN",5.7473097278798e-58,2.25209289340895,0.168,0.077,1.06279251487953e-53
"SUMO1",5.94492803808915e-58,-1.07905367627629,0.226,0.354,1.09933609280345e-53
"LINC00865",1.20078540749062e-57,-1.79282226885701,0.031,0.111,2.22049237553165e-53
"HIGD1A",1.43597297102194e-57,-1.82417729155481,0.044,0.13,2.65540121801378e-53
"ACAA2",1.56449633348966e-57,-1.45430047436163,0.088,0.192,2.89306661988907e-53
"STAT3",1.97180058835381e-57,0.544127620503939,0.593,0.491,3.64625364798387e-53
"IRAK2",1.99661731796713e-57,1.59574653911253,0.195,0.098,3.69214474438482e-53
"IVNS1ABP",4.00979865860065e-57,0.927785550914018,0.404,0.296,7.41491967948432e-53
"GPR183",5.03457036649671e-57,1.77511773001182,0.107,0.033,9.30992752172572e-53
"CORO7",5.18379018180451e-57,-0.924126163288246,0.149,0.268,9.5858648041929e-53
"FGF13",5.57360569534615e-57,-0.806129557493405,0.25,0.38,1.03067116518341e-52
"FAM200B",6.37375059748732e-57,-1.75839598561849,0.05,0.138,1.17863396048736e-52
"TMEM107",1.16820131892081e-56,-0.806791412016218,0.136,0.258,2.16023787894837e-52
"SPAG9",2.32849687748893e-56,0.798879930396375,0.482,0.376,4.30585642585253e-52
"ADORA3",3.43700220719682e-56,1.45459054338297,0.131,0.048,6.35570448154836e-52
"LDHA",3.45158830450684e-56,0.507002172282325,0.473,0.336,6.38267709269404e-52
"RELB",3.83160835985212e-56,1.05833659133525,0.29,0.177,7.08541017903853e-52
"EWSR1",3.92843710996241e-56,0.751102807308843,0.457,0.346,7.26446590374248e-52
"IL12RB2",5.9022175663068e-56,-0.644405919800708,0.294,0.452,1.09143807236145e-51
"CTNND1",6.09541688207457e-56,-0.831579460334218,0.175,0.302,1.12716448983323e-51
"TBC1D4",8.09820891023788e-56,-0.762014878025072,0.251,0.385,1.49752079168119e-51
"RPSA",8.74914775419568e-56,-0.571580213806918,0.541,0.684,1.61789240270587e-51
"RBM7",1.22210897603228e-55,-1.32234984816419,0.058,0.151,2.2599239184789e-51
"MRFAP1",1.29292694398324e-55,-0.851910141433146,0.319,0.451,2.3908805048138e-51
"SF1",1.57998743548543e-55,0.657408159133967,0.524,0.424,2.92171276569965e-51
"PLEKHA1",1.71407814549263e-55,-0.696213635477329,0.225,0.362,3.16967330664497e-51
"TBC1D16",1.84896279829119e-55,2.16019287077575,0.107,0.034,3.41910200660006e-51
"IGF1",2.59818483023187e-55,-0.517589970936457,0.541,0.678,4.80456338806478e-51
"RPL35A",3.69518288410709e-55,-0.420130863821336,0.742,0.904,6.83313218929084e-51
"DMXL2",6.81759917441115e-55,0.719812814601277,0.485,0.376,1.26071043933211e-50
"SNRPE",7.60815028104704e-55,-1.27447740743879,0.136,0.249,1.40689914997122e-50
"EIF2S2",8.11728974512384e-55,-0.839893554713647,0.299,0.43,1.5010492196683e-50
"UCP2",8.51989325270175e-55,-0.521619708672117,0.537,0.684,1.57549866028961e-50
"PRKCA",1.29500708452672e-54,-0.622557834643759,0.151,0.277,2.3947271007068e-50
"CSF3R",1.35562822689927e-54,1.64684673152582,0.119,0.041,2.50682771718212e-50
"CEBPA",1.56286445234888e-54,-0.779989665369338,0.278,0.415,2.89004894528356e-50
"RNH1",1.58895716992454e-54,0.424165311356685,0.527,0.394,2.93829959862446e-50
"ARHGAP17",1.81815816130112e-54,0.931806792236385,0.281,0.165,3.36213807187803e-50
"CPED1",2.01216596832442e-54,1.33992950355116,0.135,0.052,3.72089730862551e-50
"RYBP",2.35038154020732e-54,-0.828780910154177,0.115,0.231,4.34632554415138e-50
"DPYD",2.79139971228303e-54,0.880672816439804,0.286,0.169,5.16185634795378e-50
"CRELD2",2.87365357378514e-54,0.948996843332544,0.226,0.121,5.31396018864349e-50
"HLA-F",3.65148355840652e-54,1.07491976099512,0.226,0.119,6.75232339620534e-50
"GCH1",3.9700687070478e-54,1.69019620393937,0.162,0.073,7.3414510530728e-50
"CBR1",4.42589205737977e-54,-1.1589332716828,0.162,0.279,8.18435959250668e-50
"HEXIM1",6.30357154466391e-54,-0.515224857580533,0.171,0.303,1.16565645003925e-49
"HNRNPAB",7.02925769604115e-54,0.652521461175218,0.426,0.311,1.29985033315193e-49
"RDH10",9.14111267726952e-54,-0.745900313308073,0.103,0.214,1.69037455628068e-49
"LENG8",1.0621865748944e-53,1.41024145571485,0.239,0.135,1.96419541429472e-49
"TLR2",1.19554760137674e-53,0.841896541069036,0.37,0.258,2.21080662446588e-49
"RPL35",1.40263437949411e-53,-0.416756093489541,0.739,0.902,2.59375149456051e-49
"FGD2",1.43522094578744e-53,1.00237835873358,0.332,0.218,2.65401057295014e-49
"CAPG",1.48079021035602e-53,1.05766684869755,0.203,0.103,2.73827725699036e-49
"SASH1",1.83742779853458e-53,0.9996373812641,0.269,0.16,3.39777148505015e-49
"ABL2",1.85958795379678e-53,1.11950464490571,0.331,0.227,3.438750044161e-49
"OAT",3.96293116155076e-53,-0.868564798136472,0.173,0.295,7.32825230393966e-49
"EMILIN2",3.98013814812187e-53,0.57848819000762,0.492,0.387,7.36007146350697e-49
"SLC28A1",5.89131179994087e-53,-1.41765396326583,0.088,0.188,1.08942137804506e-48
"SRXN1",6.5562932988072e-53,-1.62498145274954,0.049,0.133,1.21238975681543e-48
"APOL1",7.39765272799337e-53,-1.07938401144211,0.133,0.245,1.36797394246053e-48
"TBC1D9B",7.51564441046829e-53,0.816238790190597,0.309,0.191,1.3897929643838e-48
"CDC14B",8.22912467759756e-53,-0.933343289052911,0.109,0.219,1.52172973538134e-48
"FOXP1",9.92977096226969e-53,-0.551564298240844,0.227,0.363,1.83621324634291e-48
"AHDC1",1.20728835667515e-52,-1.0136159413394,0.076,0.174,2.23251762916368e-48
"NLRP3",1.29082356074045e-52,1.03858135706652,0.34,0.238,2.38699092852123e-48
"STMN1",1.2909849638079e-52,-0.783676200284007,0.264,0.402,2.38728939507356e-48
"SOCS3",2.26935223981787e-52,0.649102628591663,0.504,0.417,4.1964861618712e-48
"SECTM1",2.31692393507592e-52,0.948084294498113,0.217,0.114,4.28445574074239e-48
"TAL1",2.3795803828363e-52,-0.998752046064726,0.063,0.158,4.40032004394089e-48
"NDUFA6",2.51929097427003e-52,0.616746311452379,0.33,0.204,4.65867286962014e-48
"ADAMTS17",2.63476713777662e-52,-1.20625088800207,0.039,0.119,4.87221139117653e-48
"STK17B",2.75456523994271e-52,0.835413746105684,0.359,0.25,5.09374204170205e-48
"RPN1",4.09670349431861e-52,0.528322446047588,0.454,0.342,7.57562410169397e-48
"MTAP",4.40689305680338e-52,-1.13921222725327,0.088,0.189,8.14922664064082e-48
"FCHSD2",4.59642515545469e-52,0.471887784202381,0.608,0.51,8.4997093974668e-48
"PGAM1",4.75147613919617e-52,-1.27384343980401,0.135,0.244,8.78642967660157e-48
"ATP13A2",4.87967489889476e-52,1.14186314284583,0.172,0.08,9.02349482303618e-48
"PPIA",8.18647903375586e-52,0.131250767030211,0.839,0.866,1.51384370292213e-47
"AMD1",9.8501072121206e-52,-0.535401738768282,0.347,0.478,1.82148182566534e-47
"FGL1",1.64764761335778e-51,-0.727517742238347,0.153,0.28,3.0468299666212e-47
"EI24",1.97250394163472e-51,-0.898699072186668,0.182,0.303,3.64755428887092e-47
"ATP6AP2",1.9821568296436e-51,-0.495853317704169,0.581,0.711,3.66540440937695e-47
"CIR1",2.11446210572497e-51,-0.971903101292424,0.186,0.306,3.91006332590661e-47
"ZNF148",2.77006849318764e-51,-0.692262048390709,0.24,0.37,5.12241065760258e-47
"TIMD4",2.79067071501944e-51,0.888512036322662,0.201,0.102,5.16050828621394e-47
"ISM2",3.3682928820808e-51,-0.808858980137075,0.039,0.119,6.22864719754382e-47
"FOXO3",5.49450591277492e-51,-0.455940232650231,0.411,0.54,1.01604403339034e-46
"DDX60L",6.5564597170094e-51,-0.556918798272556,0.298,0.432,1.21242053086938e-46
"EIF4A3",7.96341591543635e-51,0.594741948220068,0.573,0.504,1.47259487108249e-46
"RPL29",9.88765773507984e-51,-0.397428712254364,0.774,0.928,1.82842566837096e-46
"ABHD3",1.29502683142143e-50,-0.61588311856252,0.304,0.434,2.3947636166645e-46
"ATP6V1E1",1.67571285270537e-50,-0.772855311703085,0.248,0.376,3.09872820722277e-46
"CD81",1.98462578054505e-50,0.149057449786635,0.789,0.796,3.6699699933839e-46
"GDE1",2.0340554701442e-50,-1.00016268236489,0.176,0.292,3.76137537539065e-46
"ACTG1",2.32591251119645e-50,0.172131707007843,0.857,0.878,4.30107741570448e-46
"DHRS4L2",2.36403805303502e-50,-1.67310246999436,0.061,0.147,4.37157916767237e-46
"NDUFA5",2.53718594183159e-50,-1.10293682171007,0.152,0.264,4.69176424363497e-46
"HBB",3.23210399371777e-50,-1.0868095597299,0.064,0.154,5.9768067051829e-46
"NPC2",3.79704152900715e-50,0.0870247004456113,0.878,0.954,7.02148919544001e-46
"LRRC2",4.6948997039546e-50,-1.30042397817898,0.046,0.127,8.68180853255284e-46
"OSBPL1A",8.44903903911879e-50,0.919087783951246,0.269,0.164,1.56239629911385e-45
"RAB7A",1.10920833226762e-49,0.327597058072043,0.642,0.545,2.05114804802929e-45
"ISCA1",1.17203889277681e-49,-1.40305309837008,0.074,0.165,2.16733432052288e-45
"ARL5A",1.17295443656022e-49,-0.874932508514501,0.224,0.344,2.16902734408716e-45
"CAT",1.26019519506748e-49,-0.665119925632556,0.406,0.534,2.33035295471878e-45
"PDCD4",1.38162767392337e-49,-0.671539632606431,0.226,0.356,2.55490589461909e-45
"PTPN1",1.47864791000706e-49,0.703227475030307,0.399,0.29,2.73431571518506e-45
"MAF",1.70026781363013e-49,-0.359290473122353,0.794,0.911,3.14413524096484e-45
"ARID3A",1.7963067851234e-49,-0.511446937227557,0.323,0.471,3.32173050705019e-45
"CNOT6L",1.7978532715879e-49,-1.00034376769875,0.127,0.235,3.32459026982034e-45
"USP51",1.82154850706183e-49,-1.29526447482153,0.051,0.134,3.36840749925874e-45
"ZNF460",2.14604204648207e-49,1.67559463357291,0.127,0.051,3.96846095235464e-45
"FMNL2",2.19651930501392e-49,0.719658125956182,0.436,0.324,4.06180349883174e-45
"GNA13",2.25586087545357e-49,0.589979889239509,0.507,0.414,4.17153793088874e-45
"HDAC9",2.32885003752947e-49,-0.64401677482564,0.233,0.363,4.30650948939949e-45
"ENSA",3.05605908737631e-49,-0.801000723798094,0.258,0.381,5.65126446437627e-45
"CTSC",3.22282280788234e-49,0.0985465149708267,0.881,0.943,5.95964393633603e-45
"AUTS2",4.27219572402015e-49,-1.1541957616912,0.034,0.107,7.90014433285806e-45
"VCP",4.92073726596506e-49,0.46158733270174,0.536,0.435,9.09942735222259e-45
"F11R",4.93864824589889e-49,-1.53576795140539,0.052,0.133,9.13254833631622e-45
"SYNJ2BP",5.25020014036882e-49,-1.60912204707077,0.06,0.145,9.70867009957002e-45
"ATF6B",6.02201565576879e-49,0.895800985585032,0.247,0.141,1.11359113506477e-44
"HNRNPH2",7.05816100418956e-49,-1.03251161690134,0.16,0.273,1.30519513289473e-44
"ISCU",9.06324537506639e-49,-0.750740222733689,0.382,0.505,1.67597533475728e-44
"LFNG",9.82775798743561e-49,1.27120572006276,0.193,0.1,1.81734900703659e-44
"PCMTD1",1.29349020748572e-48,-0.750852639447555,0.246,0.371,2.39192209168259e-44
"GPR34",1.41849709179642e-48,-0.456097901615964,0.625,0.763,2.62308482214993e-44
"MAP4",1.95699117035796e-48,0.769021864734867,0.302,0.193,3.61886807222594e-44
"APOBEC3C",2.15870212126722e-48,-1.1189225290903,0.111,0.211,3.99187196264734e-44
"MIB1",2.1617284976503e-48,-0.818007395555185,0.11,0.216,3.99746833785493e-44
"SEMA4A",2.29643873996808e-48,-0.556580898904721,0.122,0.231,4.24657451794898e-44
"CXCL16",2.41606902413969e-48,0.439683193454544,0.512,0.404,4.46779483943912e-44
"RDH11",2.51307927966659e-48,-1.0398530442391,0.117,0.22,4.64718620395947e-44
"ARPIN",3.55934009290475e-48,-1.22871962820081,0.089,0.184,6.58193169979946e-44
"NMRK1",3.89824924033601e-48,-0.871729342722652,0.162,0.275,7.20864249522935e-44
"PTGES3",4.24170210660334e-48,0.255225012113148,0.697,0.631,7.8437555355309e-44
"TRIM13",4.72462367789571e-48,-0.907729089030285,0.083,0.178,8.73677410516475e-44
"RPL19",5.94571740543319e-48,0.100803056722081,0.899,0.973,1.0994820626127e-43
"SLC39A3",6.10869986727317e-48,-1.3776197902921,0.066,0.154,1.12962077945615e-43
"CREBRF",6.83853567756256e-48,-0.614731683897994,0.229,0.357,1.26458201749487e-43
"FXYD5",9.02675834602699e-48,0.657509085673276,0.385,0.279,1.66922815334731e-43
"SLC31A2",9.63878585241139e-48,0.977219288990938,0.275,0.172,1.78240427982791e-43
"GDI1",1.05159879639617e-47,0.832148431958918,0.277,0.171,1.9446164942958e-43
"IL17RA",1.13510510350143e-47,0.704556804298015,0.347,0.237,2.09903635739484e-43
"SLC35A3",1.44471078560541e-47,-1.33491545476551,0.054,0.135,2.67155918474153e-43
"ATF5",1.79502939326689e-47,0.878927832417012,0.294,0.189,3.31936835402914e-43
"DSE",1.93568677475587e-47,0.64675261272874,0.464,0.367,3.57947198387855e-43
"ATMIN",2.1413369159842e-47,-0.954187447761355,0.201,0.315,3.95976022503799e-43
"COX16",2.21868786059625e-47,-1.2429172336584,0.13,0.229,4.10279759181458e-43
"CCDC66",2.48333819957992e-47,-0.869297390156845,0.106,0.208,4.59218899866318e-43
"ICAM4",2.65819004760689e-47,-0.511813524364698,0.102,0.207,4.91552503603467e-43
"TOPORS",3.42167314085033e-47,-0.893692410935016,0.097,0.195,6.32735797206043e-43
"ZNF704",3.54360302430852e-47,-1.49723616162231,0.034,0.105,6.55283071255131e-43
"EML4",4.26719672695509e-47,0.860445800179162,0.34,0.234,7.89090018748534e-43
"LIMCH1",4.51166922859013e-47,-0.961680382876994,0.087,0.183,8.34297873750887e-43
"GABARAP",5.08654304228931e-47,-0.492746496006809,0.581,0.67,9.4060353938014e-43
"UBL7",5.54797535660074e-47,1.09706690931888,0.144,0.063,1.02593160294261e-42
"SF3A2",7.22133310225591e-47,1.08366744523274,0.182,0.092,1.33536891726916e-42
"PLXDC2",8.79185100059492e-47,0.511676018794864,0.493,0.377,1.62578908703001e-42
"RUFY1",8.9028320688103e-47,0.706353011118767,0.269,0.16,1.6463117061644e-42
"PCDH12",9.23198429203772e-47,-0.555272105421511,0.412,0.551,1.70717853528362e-42
"CASP4",1.00908935666062e-46,-0.777952558758084,0.269,0.392,1.86600803833682e-42
"RRAGC",1.1213866248446e-46,-0.941056343190364,0.165,0.276,2.07366814666264e-42
"RAB6A",1.20558833785235e-46,0.72507677680451,0.341,0.232,2.22937395435656e-42
"SCN9A",1.2652225313581e-46,-0.383594846687717,0.494,0.656,2.33964950498741e-42
"TMEM199",1.46123114988345e-46,-1.82790187616585,0.037,0.109,2.70210864236447e-42
"CDS1",1.50954052796592e-46,-1.10300423703001,0.074,0.164,2.79144234431459e-42
"TOB1",1.78431117673733e-46,-0.528352012377557,0.201,0.323,3.29954822802267e-42
"GNAS",2.37323643819192e-46,0.148127268517121,0.864,0.861,4.3885888215045e-42
"RDX",2.45720498052758e-46,-0.803127900956072,0.229,0.346,4.54386344999159e-42
"CIITA",2.4642793645292e-46,2.13162198457604,0.105,0.038,4.5569454008874e-42
"STXBP3",2.50858817808557e-46,-0.867080926522432,0.146,0.255,4.63888125891584e-42
"CLEC2D",2.5586914695944e-46,-1.14346463853967,0.036,0.108,4.73153226557397e-42
"FCER1G",2.64327820062466e-46,0.111612239098341,0.864,0.938,4.88795004859512e-42
"GABRA3",2.94001586364792e-46,-1.12835977762826,0.077,0.167,5.43667733505774e-42
"SLC2A5",3.04616206439818e-46,1.68127773912711,0.102,0.036,5.63296288948511e-42
"LRCH4",4.42475247469002e-46,-0.954084040203683,0.072,0.16,8.18225227619679e-42
"CDK5RAP3",4.94279500285709e-46,-0.653217322548745,0.116,0.223,9.14021651928333e-42
"ATP13A3",5.86449651229108e-46,1.03874683382711,0.265,0.166,1.08446269505287e-41
"CDC42SE2",6.98150073348961e-46,-0.829395402517725,0.197,0.312,1.2910191156369e-41
"TUBA1A",6.99859760824894e-46,-0.503249734704557,0.486,0.615,1.29418066971739e-41
"ECH1",7.91923566729737e-46,-1.13407912851613,0.14,0.242,1.46442505959663e-41
"ARF1",8.69864612776618e-46,0.229623691251271,0.656,0.588,1.60855364194652e-41
"DDX17",1.04330885156871e-45,0.328313341915808,0.684,0.616,1.92928672832086e-41
"MINK1",1.26026482720586e-45,1.23475502338742,0.18,0.092,2.33048171846907e-41
"DLG2",1.59264400213951e-45,-1.62082525257876,0.044,0.118,2.94511728875638e-41
"MS4A4A",1.59890617290713e-45,0.086352765934675,0.834,0.886,2.95669729493987e-41
"ITGB2",1.89545414401198e-45,0.176041195292004,0.774,0.769,3.50507380310695e-41
"SLC7A2",1.94499823510018e-45,-1.66907926694165,0.035,0.105,3.59669073634725e-41
"ARHGEF1",1.96407301194231e-45,0.83137573750933,0.353,0.252,3.63196381368372e-41
"SF3B4",2.50438613268065e-45,0.681359742860146,0.229,0.129,4.63111083655306e-41
"CCNI",3.3048334441194e-45,-0.483611803122935,0.532,0.652,6.1112980048656e-41
"BRD4",3.89132460790877e-45,0.575638721943908,0.468,0.369,7.1958374649449e-41
"TIMP1",3.95648929197735e-45,0.725323808416947,0.354,0.248,7.31633999872452e-41
"HNMT",4.32920774312851e-45,-0.568161450704288,0.509,0.633,8.00557095859324e-41
"EBI3",4.764098843604e-45,0.44094177091738,0.31,0.19,8.80977158159251e-41
"N4BP2L1",5.07906508731161e-45,-0.725802124684698,0.136,0.242,9.39220715945664e-41
"PKM",5.14410727613147e-45,0.421493789496566,0.529,0.434,9.51248317502231e-41
"ZMYM6",5.95543034167194e-45,-1.22329131764636,0.053,0.132,1.10127817878197e-40
"PMP22",6.87125127085094e-45,0.149914448680367,0.785,0.809,1.27063178500576e-40
"PAN3",7.2374864192061e-45,-0.766318980897474,0.105,0.204,1.33835598863959e-40
"NCKAP5",8.97356823075305e-45,-0.948923349482177,0.108,0.203,1.65939223723085e-40
"STAT1",9.45276363063863e-45,0.702762982053937,0.414,0.322,1.7480050505777e-40
"GIMAP2",9.45847138451278e-45,-1.15323191491636,0.154,0.257,1.7490605284241e-40
"RASSF4",1.06791444831444e-44,0.309855115164335,0.689,0.637,1.97478739782306e-40
"HUWE1",1.13833480260482e-44,0.729945402512188,0.363,0.262,2.10500871697684e-40
"UBA52",1.19352968828663e-44,-0.392659899853484,0.774,0.932,2.20707509957963e-40
"HCST",1.30484996170961e-44,-0.460097087533252,0.551,0.701,2.41292854919342e-40
"HDLBP",1.36110202214643e-44,0.450381642776085,0.517,0.419,2.51694985935318e-40
"LGALS1",1.37604482870709e-44,0.82330893239169,0.337,0.235,2.54458209724515e-40
"INPP5D",1.4322395572528e-44,0.678177237854384,0.383,0.27,2.64849738927188e-40
"ACADVL",1.46117245202331e-44,0.659830198619179,0.417,0.314,2.7020000982815e-40
"FMNL1",1.95928751008438e-44,1.01925602035553,0.258,0.161,3.62311446364804e-40
"HS2ST1",1.99096598217019e-44,-0.758135906594703,0.199,0.315,3.68169429422911e-40
"MTSS1",2.28144395109008e-44,0.227581630768753,0.743,0.693,4.21884615435577e-40
"MBD5",2.86996267630548e-44,-0.703298377766658,0.089,0.181,5.30713498102409e-40
"COPG1",2.88811800618506e-44,0.754962880708918,0.222,0.124,5.34070781703742e-40
"RAD51B",4.31942702290721e-44,-1.40889806309083,0.038,0.107,7.98748445076001e-40
"FILIP1L",5.12518828528348e-44,1.61481979402123,0.146,0.07,9.47749817714621e-40
"PDS5B",5.42715962353609e-44,-0.778169081711775,0.153,0.259,1.00359035758429e-39
"SPTLC1",6.54813235793467e-44,-0.852589033259558,0.168,0.277,1.21088063562928e-39
"S100A10",1.2421732179297e-43,0.904504951119975,0.289,0.19,2.29702671459559e-39
"RPS2",1.76730487954955e-43,-0.381858771430728,0.808,0.959,3.26810018326303e-39
"CHKB",2.18306900159284e-43,-1.29467740877883,0.052,0.127,4.03693119774547e-39
"COMMD6",2.50992764916244e-43,-0.695312546693941,0.375,0.494,4.64135820883119e-39
"HK3",3.20418045886574e-43,1.42247184454886,0.139,0.063,5.92517050453452e-39
"RPL24",3.64775684191799e-43,-0.367974738499458,0.751,0.889,6.74543195207475e-39
"EEF1D",3.68916055580883e-43,0.272648045507278,0.656,0.541,6.82199569980169e-39
"ATRX",3.97768111304667e-43,-0.512706102558513,0.437,0.555,7.3555279142459e-39
"CBX4",4.52949817662614e-43,-0.502968102506329,0.192,0.31,8.37594802821705e-39
"ETV3",5.05269417262646e-43,1.05382746105091,0.231,0.14,9.34344206402085e-39
"C7orf50",5.63910325632706e-43,-0.865129144490238,0.222,0.332,1.04278297416e-38
