"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"PFDN5",0,-3.43080508812241,0.183,0.915,0
"RPL22",0,-2.72524501756624,0.256,0.873,0
"RPS10",0,-3.43032236792314,0.116,0.715,0
"EEF1G",0,-6.1030909915969,0.02,0.618,0
"PRG2",0,-3.50177348609301,0.041,0.633,0
"RPL17",0,-2.75234441035642,0.223,0.783,0
"RPL23A",0,-2.13042084899688,0.389,0.919,0
"EIF4A1",0,-2.3920418920168,0.189,0.695,0
"RPS17",0,-3.29157631089598,0.102,0.578,0
"RPL36A",0,-2.01933854072729,0.319,0.776,0
"RPL26",0,-1.60607678760667,0.523,0.953,0
"RPS20",0,-1.61695631795162,0.48,0.907,0
"NEAT1",0,1.87271306978118,0.887,0.468,0
"TMBIM4",0,-2.35005697485597,0.184,0.602,0
"CD68",0,-1.6545647725968,0.431,0.847,0
"ARPC1B",0,-1.78845572882576,0.357,0.769,0
"RNASEK",0,-2.11793141231908,0.238,0.649,0
"NDUFA13",0,-2.70433032883945,0.126,0.536,0
"NDUFV2",0,-3.30342765867836,0.069,0.475,0
"CD59",0,-1.67811325997577,0.378,0.769,0
"RPS4Y1",0,-1.93141272109611,0.218,0.603,0
"JTB",0,-3.33143732757922,0.06,0.428,0
"RPS29",0,-1.30998493952684,0.563,0.93,0
"RPL7",0,-1.44749798136317,0.497,0.864,0
"RPL27A",0,-1.28399993375905,0.613,0.959,0
"TRAPPC5",0,-3.21310448825621,0.07,0.414,0
"NDUFC2",0,-2.85412566919347,0.09,0.431,0
"NDUFB8",0,-3.09494050721482,0.066,0.407,0
"ALDOA",0,2.96930617892714,0.405,0.069,0
"CSH1",0,-4.20212398529299,0.018,0.353,0
"ZYX",0,1.56465359487796,0.591,0.262,0
"CCPG1",0,-2.75163145139117,0.076,0.395,0
"HSPA1B",0,1.48190264790909,0.87,0.552,0
"IL1B",0,3.44008184935972,0.385,0.069,0
"RPL21",0,-1.02721986827824,0.655,0.953,0
"HLA-DRB5",0,3.85375844931945,0.35,0.054,0
"RPL23",0,-1.08908226677117,0.623,0.916,0
"WDR83OS",0,-3.8835589929506,0.038,0.323,0
"RPL38",0,-0.969529209896136,0.625,0.903,0
"MALAT1",0,1.63020426554741,0.932,0.66,0
"HSPA1A",0,1.31115526852767,0.906,0.649,0
"RPL9",0,-0.903902223858977,0.693,0.95,0
"ATF3",0,1.56330073368822,0.68,0.424,0
"PSMA2",0,-5.15130213744733,0.01,0.265,0
"HLA-C",0,1.09411945128466,0.873,0.618,0
"ZFP36",0,1.39212426819374,0.901,0.651,0
"HLA-B",0,1.04675247691591,0.931,0.682,0
"NR4A1",0,1.60532709100521,0.681,0.436,0
"PPP1R15A",0,1.31447888438943,0.813,0.572,0
"IER3",0,1.14699656646779,0.74,0.501,0
"NFKBIZ",0,1.37099068972263,0.757,0.518,0
"HLA-DQA1",0,4.36919868050238,0.254,0.019,0
"MCL1",0,1.08033869916719,0.815,0.582,0
"SRRM2",0,0.971357578321788,0.821,0.603,0
"HSPD1",0,1.20378581888911,0.792,0.58,0
"HLA-E",0,0.717194503196949,0.861,0.649,0
"HSPH1",0,1.16086543507376,0.783,0.578,0
"HLA-A",0,0.760614963566716,0.852,0.648,0
"DNAJB1",0,1.26365868764499,0.867,0.664,0
"SQSTM1",0,1.01205930255298,0.791,0.589,0
"FOSB",0,1.14029209545019,0.828,0.631,0
"CCL4",0,1.42653596352391,0.701,0.516,0
"CCL3",0,1.25955196827924,0.693,0.508,0
"KLF6",0,1.03532835091953,0.864,0.68,0
"CD83",0,1.16553072795253,0.705,0.527,0
"GADD45B",0,0.973456326785726,0.835,0.66,0
"EGR1",0,0.947581226790469,0.839,0.677,0
"IER2",0,0.966485046529646,0.885,0.727,0
"BTG2",0,0.950305109204487,0.809,0.656,0
"HNRNPA2B1",0,0.702430731515381,0.892,0.743,0
"JUN",0,1.13336414690085,0.921,0.776,0
"PNRC1",0,0.78793572014663,0.843,0.7,0
"NFKBIA",0,0.899631642872729,0.857,0.716,0
"DUSP1",0,0.845773397275547,0.87,0.738,0
"CD74",0,1.14915790331576,0.818,0.695,0
"JUNB",0,0.818585096437395,0.9,0.782,0
"CTSB",0,0.844851069640691,0.938,0.825,0
"HSPA8",0,0.832104531095544,0.895,0.785,0
"STAB1",0,0.675416596922858,0.889,0.788,0
"FOS",0,0.891731173636003,0.933,0.849,0
"CD163",0,0.579982383110587,0.902,0.852,0
"HSP90AB1",0,0.643966099237965,0.914,0.867,0
"PSAP",0,0.617220035602323,0.921,0.878,0
"RNASE1",0,0.577706703927187,0.945,0.987,0
"HSP90AA1",0,0.788924810868073,0.947,0.91,0
"SAT1",0,0.587350621977353,0.92,0.885,0
"C1QA",0,0.551200700090001,0.958,0.991,0
"TMSB4X",0,0.538495829497249,0.971,1,0
"PLTP",0,0.538145191457843,0.94,0.969,0
"UBC",0,0.590228044034992,0.947,0.923,0
"F13A1",0,0.590909700482573,0.972,0.993,0
"ACTB",0,0.625227755192195,0.975,0.991,0
"C1QC",0,0.847715019269367,0.955,0.94,0
"C1QB",0,0.672532264982021,0.946,0.957,0
"FTH1",0,0.76236479862587,0.991,0.997,0
"B2M",0,0.696785524666166,0.976,0.972,0
"FTL",0,0.903781556986582,0.997,1,0
"XIST",1.72769006676596e-307,5.56978237386901,0.225,0.007,3.19484447146361e-303
"TPT1",2.82531886378929e-302,0.432828611738874,0.972,0.999,5.22457964291916e-298
"CST3",1.26353194504228e-300,0.512765611826512,0.924,0.948,2.33652327277219e-296
"RASGEF1B",9.38018390079982e-299,1.31687461117595,0.659,0.444,1.7345836069359e-294
"LY6E",3.3566884215636e-298,2.35625867123736,0.395,0.112,6.20718822915541e-294
"NAMPT",8.35175462287372e-298,1.11657384001847,0.728,0.541,1.54440646486181e-293
"SERPINE2",1.57690113433604e-296,-1.62801910155952,0.127,0.453,2.91600557761421e-292
"CHMP4A",3.96467229594403e-292,-4.56955803537995,0.014,0.257,7.33147200965971e-288
"NME2",9.35846915873597e-292,-1.76744863066132,0.266,0.554,1.73056811683346e-287
"RPS11",1.38805832503324e-291,-0.860114187469857,0.688,0.933,2.56679745465146e-287
"DDX5",2.16388241940434e-290,0.565274294264403,0.876,0.781,4.00145136996251e-286
"LGMN",5.27003912351494e-290,0.447508387366603,0.917,0.919,9.74535634720382e-286
"FN1",6.22486187319132e-290,-0.918666976153595,0.341,0.691,1.15110145759054e-285
"IFITM3",3.33724860205685e-289,0.587871187770479,0.898,0.855,6.17124011492352e-285
"CANX",7.3279030145254e-287,0.914796638724313,0.738,0.507,1.35507582544604e-282
"SOD2",2.1984792230597e-282,0.794014844522645,0.797,0.678,4.065427779282e-278
"GNG10",3.80305394703519e-279,-1.47828946769619,0.349,0.615,7.03260735885747e-275
"DDT",2.00480568991329e-277,-3.902380654199,0.022,0.263,3.70728668178766e-273
"UBE2V1",2.49425512647336e-277,-3.18674241090541,0.038,0.293,4.61237657987453e-273
"CCNL1",1.16431698049196e-276,1.02722428922744,0.744,0.518,2.15305496032573e-272
"RAB5C",3.30834485340387e-276,-1.31456719918521,0.405,0.693,6.11779130291444e-272
"SLC1A3",5.05413335832201e-275,2.39030678788592,0.379,0.113,9.34610340620907e-271
"AOC1",1.01593033197335e-274,-2.01281292254177,0.059,0.336,1.87865836988512e-270
"BLOC1S1",3.44313504341252e-274,-1.74069652561848,0.212,0.523,6.36704532227843e-270
"HLA-DQB1",2.19291131863218e-272,3.80493515413548,0.24,0.024,4.05513161041462e-268
"AHNAK",7.05716540198643e-272,1.59012044727432,0.564,0.303,1.30501102613533e-267
"ANKHD1",4.6771656250229e-266,-2.80200210642269,0.047,0.301,8.64901467379234e-262
"YBX3",1.24805636414886e-265,1.68100048212854,0.494,0.21,2.30790582858406e-261
"LDHB",1.17470370151028e-264,-2.99594243907206,0.061,0.322,2.1722620848328e-260
"HLA-DPA1",1.11901914301685e-262,2.8186722027168,0.35,0.102,2.06929019926676e-258
"CCL4L2",1.09992344122225e-256,1.72551116065674,0.549,0.336,2.03397842750818e-252
"HLA-DPB1",3.81202769421503e-256,2.75876572786397,0.337,0.093,7.04920161214243e-252
"CHD4",7.24289250168779e-255,-1.76447671792704,0.142,0.434,1.33935568141211e-250
"DKK2",1.03245409422972e-249,-2.62341200394257,0.044,0.289,1.9092141110496e-245
"SLC39A1",2.35171148806386e-248,-3.24548195522249,0.032,0.262,4.3487848837277e-244
"MAFB",5.43326999460766e-247,0.678853902480525,0.833,0.712,1.00472028740285e-242
"ICAM1",1.20391657717375e-243,1.03319881876336,0.702,0.527,2.22628253450969e-239
"PYURF",5.19221323396321e-243,-12.2391551972916,0,0.192,9.60144071224477e-239
"NBPF1",2.72550858910336e-242,1.90547475411782,0.387,0.129,5.04001048296993e-238
"LILRB5",1.61134036509895e-241,1.13494555176157,0.64,0.387,2.97969060314099e-237
"RNF213",1.29704339585928e-240,0.849893314426269,0.754,0.585,2.39849264762298e-236
"UQCRB",1.55612328583484e-240,-1.00699305979918,0.528,0.78,2.87758318016579e-236
"HCLS1",9.85076323764458e-240,0.999146461256902,0.659,0.43,1.82160313790524e-235
"DYNLRB1",2.68279864756353e-239,-2.36692010826208,0.089,0.346,4.96103125907448e-235
"JUND",3.67383878338823e-235,0.668225320949657,0.831,0.707,6.79366267824152e-231
"NDUFA11",2.03753330452484e-233,-1.86865469016524,0.175,0.451,3.76780658672733e-229
"RPS18",2.46397481178186e-233,0.559718371020991,0.891,0.725,4.55638222194701e-229
"ITM2B",5.70483630489234e-228,0.359915284418928,0.948,0.986,1.05493832950069e-223
"CCDC144A",7.4575829092405e-227,-4.45755880079081,0.007,0.198,1.37905623157675e-222
"LCP2",2.0115120284648e-226,1.0443885791636,0.67,0.466,3.71968804303712e-222
"NOTUM",2.57351613831118e-226,-1.95053371019527,0.043,0.274,4.75894604296503e-222
"BAG3",1.10271561597795e-223,1.50246157772023,0.578,0.392,2.03914171706643e-219
"RPS3A",7.41976815231778e-223,-0.721805657172397,0.729,0.952,1.3720635267266e-218
"FGL2",4.74652991411415e-221,2.81558992868492,0.272,0.061,8.77728311717988e-217
"HSP90B1",9.06189659981556e-221,0.608107754862973,0.822,0.725,1.67572591923789e-216
"BHLHE40",3.59900254762117e-220,2.16998497079112,0.331,0.102,6.65527551106107e-216
"IFITM1",9.64731856573761e-220,4.73601332001263,0.172,0.007,1.7839821491762e-215
"RPLP1",2.13180555468746e-217,0.374083301645461,0.955,0.992,3.94213483172804e-213
"HNRNPU",2.20694023714684e-215,0.708881390264294,0.794,0.646,4.08107388653194e-211
"SGK1",9.43534402453836e-213,1.28413186072347,0.585,0.388,1.74478381701763e-208
"MRC1",6.8976552683603e-207,0.401371063447419,0.886,0.876,1.27551441222519e-202
"CTSA",1.33337208224322e-205,1.235281977831,0.514,0.273,2.46567165448417e-201
"RHOB",1.29812160492672e-204,0.815563591787882,0.76,0.625,2.40048647183049e-200
"MSR1",2.55208689747641e-203,1.43728264284226,0.411,0.162,4.71931909081337e-199
"VIM",5.27075074281444e-203,1.45859406578906,0.508,0.269,9.74667227361246e-199
"AHR",7.9985200249039e-202,2.25348180338339,0.307,0.092,1.47908632300523e-197
"KDM6B",1.56227605862114e-201,1.5147216420329,0.54,0.349,2.88896088760222e-197
"MS4A7",9.61046123253011e-199,0.538169963899271,0.828,0.696,1.77716649111947e-194
"VKORC1",1.79848006448481e-198,-2.27657291079538,0.084,0.311,3.32574933524531e-194
"NDUFA7",8.60606409285008e-198,-4.87227977415463,0.008,0.179,1.59143337204984e-193
"CALML4",1.18809495249005e-197,-3.33595649055652,0.033,0.227,2.19702518614461e-193
"CNPY2",3.25500018970956e-197,-2.5202986715363,0.057,0.27,6.01914635081092e-193
"GLUL",4.91390134570954e-196,0.571593263189978,0.811,0.718,9.08678636848608e-192
"LINC01001",2.73225921248021e-195,-5.36253586312796,0.002,0.163,5.05249373571841e-191
"TLN1",1.26105619759125e-194,0.607679508049606,0.753,0.619,2.33194512058574e-190
"PDCD6",9.1627190310117e-193,-2.81082989288066,0.04,0.237,1.69437000321468e-188
"PRR13",1.49159654933922e-192,-1.60064171853544,0.196,0.45,2.75826033903809e-188
"CTSH",4.60887638176465e-190,1.67450339951982,0.365,0.141,8.52273420515918e-186
"TYROBP",1.69500502922053e-188,0.339030325368793,0.917,0.961,3.1344033000346e-184
"DNAJA1",6.13155840266887e-188,0.611669650676427,0.798,0.694,1.13384777982153e-183
"RPL37A",6.09627654582916e-187,-0.681096240403075,0.726,0.948,1.12732345885473e-182
"CYB561D2",6.61696635739169e-187,-9.11559794502324,0,0.152,1.22360941880887e-182
"PLD3",7.66410669616907e-186,0.513774952654219,0.805,0.72,1.41724661025558e-181
"PLEC",2.99028358897313e-185,2.11202504452617,0.311,0.102,5.52963241272911e-181
"POLR2J",1.28281107250657e-184,-2.18828305191462,0.093,0.312,2.37217423527916e-180
"KLF2",1.97409650103887e-183,0.679059863753992,0.777,0.699,3.65049924972108e-179
"HSPA5",3.37485428807891e-183,0.697689988408817,0.774,0.702,6.24078054951551e-179
"NBL1",2.85196732698193e-182,-1.66567830680991,0.162,0.402,5.27385798105498e-178
"IFRD1",1.6298033431704e-181,-1.21560663553484,0.172,0.416,3.01383234219071e-177
"C4BPB",2.05170350089093e-181,-1.28423865555028,0.198,0.459,3.79401011384751e-177
"EGLN2",6.73177464605718e-178,-3.09359611772032,0.022,0.193,1.24483976754889e-173
"COMMD3",2.48263942784932e-175,-3.00523132032998,0.036,0.217,4.59089682997896e-171
"ARPC4",6.6984656162583e-174,-1.48201672396859,0.22,0.461,1.23868026175849e-169
"BCAP29",1.05546849176083e-173,-3.45142564744643,0.021,0.187,1.95177233496412e-169
"PSMA1",4.51002313148546e-173,-1.81550606023781,0.136,0.361,8.3399347747429e-169
"CHMP3",4.87609397973173e-173,-1.71134333353776,0.159,0.387,9.01687298731991e-169
"DYNC1H1",1.28275792108621e-171,0.977117544938489,0.625,0.426,2.37207594767261e-167
"GALNT1",1.43406800153418e-171,-1.07423314959308,0.36,0.599,2.651878548437e-167
"RPL31",2.27573126529954e-171,-0.758471688206666,0.609,0.83,4.20828225579191e-167
"CTSZ",1.85390876125889e-170,0.368309602076111,0.891,0.884,3.42824808131994e-166
"PAPPA",1.06736880209593e-169,-2.16427813502499,0.036,0.216,1.97377838883579e-165
"PCBP2",8.00863405548483e-169,-0.99621092709569,0.378,0.612,1.48095660954026e-164
"TNFAIP3",3.82093680427972e-168,1.36064769287078,0.517,0.339,7.06567633847405e-164
"MRPL23",6.96636568306391e-168,1.61098907434775,0.295,0.093,1.28822034211218e-163
"RPL13A",7.27246061392533e-166,-0.620809131784065,0.76,0.967,1.34482341672707e-161
"CHURC1",9.62964701220019e-166,-1.8955092207164,0.129,0.346,1.78071432549606e-161
"PAPPA2",1.43179013392254e-165,-1.88979903207881,0.038,0.217,2.64766631564955e-161
"DST",1.12449742953292e-164,2.67263989795109,0.196,0.037,2.07942064669227e-160
"CEBPD",1.15911998957551e-164,0.578553951836276,0.801,0.714,2.14344468472303e-160
"TSNAX",1.42175506234806e-164,-2.45997435323162,0.064,0.254,2.62910946129404e-160
"B4GALT1",3.01727618807934e-164,0.926729363858439,0.609,0.424,5.57954712699632e-160
"SRSF1",3.23335473918637e-164,-1.8114319189195,0.082,0.285,5.97911958370344e-160
"S100A13",3.07811313504178e-163,-2.22522821604903,0.073,0.268,5.69204680931925e-159
"LRP1",1.65326258558942e-162,0.739141056650229,0.691,0.539,3.05721317327196e-158
"FAM133B",1.19039578578714e-160,-1.06446629696445,0.226,0.457,2.20127988707758e-156
"STX11",1.62023797592864e-158,2.33855447847864,0.231,0.06,2.99614406508725e-154
"GTF2I",2.79104028097917e-158,-1.18500230172044,0.278,0.507,5.16119168758667e-154
"CKLF",3.26499290851278e-158,-1.77596591553979,0.138,0.353,6.03762488642184e-154
"C17orf49",4.65876614498668e-158,-2.57413036607476,0.041,0.212,8.61499035530937e-154
"SNRPD3",8.37348762805364e-158,-2.65401897741676,0.047,0.222,1.54842533217968e-153
"GNPTG",4.49687827009394e-157,0.934699393863898,0.535,0.326,8.31562729705771e-153
"SCIN",1.2688636258156e-156,-1.04753647474139,0.286,0.543,2.3463826168582e-152
"PARL",1.80138804789018e-156,-2.53931265282417,0.048,0.223,3.33112677815852e-152
"CALR",1.78883539313396e-155,0.534410473996112,0.768,0.667,3.30791440898331e-151
"NPL",5.24192369292288e-155,-0.845066259181918,0.481,0.699,9.69336529295299e-151
"ZFP36L1",1.13923177505575e-154,0.425771329262028,0.87,0.81,2.10666739843309e-150
"NEU1",4.04060636247267e-154,0.962309353418612,0.618,0.411,7.47188928548446e-150
"PLAUR",6.11519685836903e-154,1.37249192802696,0.517,0.354,1.1308222030496e-149
"IL10RB",3.06736374097995e-153,-2.16660235751097,0.059,0.238,5.67216902982012e-149
"ARL6IP4",4.01519558089696e-153,-1.33527308272668,0.272,0.495,7.42489966819467e-149
"FLT1",4.83984383476184e-153,-1.24461405115863,0.113,0.324,8.94983921924159e-149
"NFKB1",1.55667714173242e-152,1.16645397637003,0.533,0.347,2.87860737049158e-148
"AK1",1.58401509420679e-152,-4.24949028978801,0.011,0.149,2.9291607122072e-148
"PFN1",1.77144087060872e-150,0.378866782965809,0.875,0.858,3.27574845792964e-146
"ESRRG",4.75097231008092e-150,-2.52546678545546,0.026,0.18,8.78549799580163e-146
"CASK",6.79118195512217e-150,-1.63321446661549,0.111,0.311,1.25582536714119e-145
"COL1A2",1.18803325692573e-149,-1.33917943731681,0.13,0.344,2.19691109870706e-145
"HLA-DRA",2.14189939032176e-149,1.67033380062814,0.442,0.274,3.96080035258299e-145
"EEF2",2.19049584384619e-149,0.494674306825868,0.773,0.676,4.05066491444037e-145
"CHORDC1",4.30822175518582e-149,1.2880166497725,0.488,0.291,7.96676366968961e-145
"EPB41L3",5.91484996953821e-149,0.704968293419598,0.652,0.473,1.09377405636701e-144
"TNS1",8.08857892401442e-149,3.60308340125101,0.14,0.014,1.49574001462875e-144
"NR4A2",1.36472399280144e-148,0.961113075171447,0.608,0.482,2.52364760748842e-144
"TMIGD3",2.86604699735053e-148,-1.12748613266692,0.31,0.55,5.2998941075006e-144
"CXCL2",5.85423245695212e-148,1.92699436115929,0.385,0.209,1.08256466593959e-143
"KLF10",2.30261745757334e-147,1.15709246539816,0.483,0.291,4.25800020254462e-143
"RAB13",1.07535279488742e-146,-2.10196515000886,0.086,0.273,1.98854238830582e-142
"HPGDS",3.76407254757269e-146,-0.836036200166472,0.482,0.719,6.96052295497141e-142
"EEF1A1",3.19001275209856e-144,0.248207408697906,0.955,0.995,5.89897158118066e-140
"TAGLN2",8.43501199395942e-144,0.974253937720299,0.495,0.291,1.55980241792298e-139
"DUSP6",1.30916150081646e-143,1.08010264439334,0.532,0.349,2.42090144730979e-139
"LMNA",1.39827497155901e-143,1.11351109329565,0.57,0.4,2.58569007740691e-139
"TRIB1",4.00209280920275e-143,1.02619039473384,0.547,0.378,7.40067002277772e-139
"AP1S2",5.66129119640301e-143,-1.02133350244725,0.373,0.586,1.04688596803884e-138
"CSNK2B",1.3992854133384e-142,-1.80584385221149,0.106,0.297,2.58755858634537e-138
"NAV3",1.61938357624312e-142,-1.15789012571847,0.163,0.387,2.99456410918877e-138
"RBM27",1.11972439273673e-141,-2.4991055713745,0.041,0.199,2.07059434704876e-137
"SARNP",1.37182293404418e-141,-2.95845869628857,0.025,0.172,2.5367749696345e-137
"GRN",2.91344188290604e-141,0.376401536323264,0.82,0.793,5.38753672986984e-137
"GRB2",6.35532624020288e-141,0.420614151645381,0.772,0.68,1.17522692833832e-136
"TGFB1",1.97776828602758e-140,0.617011089289882,0.675,0.517,3.6572891145222e-136
"SERPINA1",9.66084447840613e-140,1.42071147305628,0.318,0.126,1.78648336094686e-135
"DAB2",7.24601808807129e-139,0.257709781088689,0.93,0.99,1.33993366484614e-134
"ITM2C",1.3471189878859e-138,-1.27613385201467,0.219,0.441,2.4910924323986e-134
"ARL6IP1",2.97173248112477e-138,-0.92923415300819,0.363,0.574,5.49532770409593e-134
"RBM4",4.76413191675761e-138,-1.88518945155786,0.057,0.226,8.80983274046817e-134
"CELF4",1.19173819419403e-136,-1.81721364652552,0.071,0.248,2.20376226870361e-132
"CYB5D1",1.7935493004792e-136,-1.97442219707116,0.031,0.182,3.31663136644614e-132
"FOLR2",2.61731601480632e-135,0.269200367679957,0.893,0.929,4.83994077457984e-131
"CXCL12",4.30441342544147e-135,3.22872503264745,0.131,0.014,7.95972130632637e-131
"AEBP1",8.02973146880241e-135,-2.08039812898505,0.031,0.178,1.48485794321094e-130
"SGK3",2.27684372750338e-134,-1.90664293693177,0.085,0.262,4.21033942089925e-130
"SPI1",2.56706428527411e-134,0.471746733223094,0.77,0.662,4.74701527632889e-130
"SUMO2",4.54084633647878e-134,-0.902792693241027,0.478,0.68,8.39693304541656e-130
"C18orf32",5.15519792415112e-134,-1.60227885342778,0.137,0.326,9.53299200134024e-130
"UCHL3",6.96170585151529e-134,-3.90712017905589,0.013,0.14,1.28735864606221e-129
"NR4A3",1.61263579191846e-133,1.54933809533742,0.433,0.277,2.98208610641561e-129
"TLR7",1.86160191273046e-133,-1.07206434507791,0.287,0.499,3.44247425702117e-129
"SRGN",1.65136984940701e-132,0.465205577600657,0.758,0.705,3.05371312552345e-128
"TOMM7",1.36632292247316e-131,-0.873741688315781,0.483,0.685,2.52660434823737e-127
"EGR3",2.0296102248444e-131,1.69705780920531,0.366,0.193,3.75315522778226e-127
"BORCS7",2.35340073212505e-130,-1.90343597670904,0.088,0.264,4.35190863384564e-126
"ATRNL1",8.40360573967013e-130,-1.72414797754931,0.08,0.253,1.5539947733798e-125
"COMMD7",1.19144843199653e-129,-2.35148899218137,0.049,0.203,2.20322644044798e-125
"ANXA5",7.60169346225021e-129,0.370902817511629,0.814,0.742,1.40570515503931e-124
"SYNCRIP",9.78897454846246e-129,-1.363441154563,0.162,0.359,1.81017717350168e-124
"SERPINE1",1.0636417873622e-128,-1.18117704475041,0.083,0.263,1.96688639319018e-124
"IGF2R",1.86023148388568e-128,1.46134092808423,0.363,0.182,3.43994006000139e-124
"EIF1",5.74202215729168e-128,0.24384081517428,0.912,0.936,1.06181473732638e-123
"ABCG2",1.01351275370842e-127,-1.82630945086199,0.094,0.269,1.87418778415762e-123
"METRNL",2.00723649849435e-127,0.67813021914794,0.649,0.466,3.71178173301576e-123
"FCGR2B",2.08027188673171e-127,3.17625607579085,0.136,0.019,3.84683877294427e-123
"HES4",3.82114234457754e-127,3.28336821925516,0.131,0.017,7.06605642359278e-123
"PTGER4",2.75953045680693e-126,1.46532576724736,0.335,0.154,5.10292372072737e-122
"ENAH",3.46120816912473e-126,-2.01887795252504,0.044,0.194,6.40046614634545e-122
"GIMAP5",4.09717597014882e-126,-1.54307838413482,0.108,0.288,7.5764978039992e-122
"GCSH",6.33898522327285e-125,-2.96686265023399,0.025,0.157,1.17220514748762e-120
"TIMP3",1.06334998169809e-124,-0.732902872411941,0.266,0.488,1.9663467861561e-120
"SFPQ",5.12057767113969e-124,0.691427433147644,0.683,0.535,9.46897222947152e-120
"KRT19",9.45036871935916e-124,-1.38847929243201,0.059,0.221,1.7475621835839e-119
"WSB1",1.07581033187555e-123,0.614319845118071,0.752,0.604,1.98938846570427e-119
"AXL",1.2523465885612e-123,1.8079158900646,0.242,0.085,2.31583931156738e-119
"PTGDS",1.58193150373825e-123,-3.90346307303127,0.007,0.12,2.92530773671277e-119
"HLA-DMA",3.06206201618517e-123,1.49267534550392,0.358,0.187,5.66236508032961e-119
"CLIC1",4.00201479722944e-123,0.52623013668976,0.694,0.522,7.40052576303668e-119
"EVI2A",8.64285324055418e-123,-1.25664312540672,0.23,0.427,1.59823642124328e-118
"C1orf162",1.04369737339528e-122,1.22415874282225,0.317,0.137,1.93000518288256e-118
"DHRS4",2.47194870980357e-122,1.76645601404666,0.191,0.049,4.57112755416876e-118
"PALLD",2.51172488041004e-122,-1.45038503393222,0.097,0.272,4.64468164885425e-118
"MRPS24",3.48788913684003e-122,-2.63531503398601,0.038,0.177,6.44980459184459e-118
"SERPING1",4.51680897771494e-121,0.833269546960409,0.597,0.461,8.35248316159046e-117
"POLG2",6.36250390682151e-121,-1.38204696709939,0.069,0.231,1.17655422244943e-116
"SIGLEC1",1.69875485983913e-120,0.551481008940405,0.761,0.645,3.14133748681452e-116
"CFI",1.99178559390762e-120,-4.90685989679842,0.005,0.112,3.68320992025396e-116
"DNAJA4",2.04922387867723e-120,1.20020912516639,0.524,0.377,3.78942479644993e-116
"ETFB",9.33664608778442e-120,-1.71365411724691,0.137,0.316,1.72653259455309e-115
"TFRC",1.79323481255539e-119,1.29218646561566,0.446,0.282,3.31604981537742e-115
"U2AF1",3.61758146043699e-119,-2.44680202465228,0.034,0.169,6.68963163664008e-115
"IRF9",6.16894006074521e-119,-1.83653556184874,0.061,0.215,1.140760396033e-114
"RPS9",1.04201034153463e-118,0.365751091845342,0.827,0.693,1.92688552356583e-114
"RPL27",1.11322617494615e-118,-0.633628370948131,0.661,0.86,2.05857784271042e-114
"TUBB",1.16572723372651e-118,0.74659871607849,0.58,0.39,2.15566280060707e-114
"CLN5",9.10825203409923e-118,-1.78043317477746,0.076,0.234,1.68429796614563e-113
"UBE2F",1.26160448614569e-117,-1.55781899808554,0.13,0.309,2.33295901578061e-113
"VAMP2",1.87237489303627e-117,-1.18111640815574,0.138,0.326,3.46239565220268e-113
"KLF4",2.15878084529931e-117,0.72002909817699,0.674,0.561,3.99201753912748e-113
"ALOX5",3.83428237374829e-117,0.825869984602032,0.511,0.315,7.09035496553534e-113
"CD44",5.24052158347833e-117,1.06769138810127,0.415,0.229,9.69077251216812e-113
"SMIM7",5.78411356973238e-117,-1.92645889777367,0.094,0.259,1.06959828131491e-112
"RPL13",4.81226613666555e-116,0.237997290086803,0.928,0.979,8.89884253992193e-112
"KCNMA1",5.326749425391e-116,2.35303110436747,0.172,0.043,9.85022503743303e-112
"MACF1",2.90999851357997e-115,0.732901020450704,0.641,0.5,5.38116925131208e-111
"RNF149",1.29844584880304e-114,0.710217914522804,0.637,0.507,2.40108606360659e-110
"PDK4",1.24276044359619e-113,0.870555112345904,0.592,0.472,2.29811261229807e-109
"EIF5A",1.95257951984548e-113,0.877035439768731,0.424,0.233,3.61071004809827e-109
"FSTL3",5.77056661152915e-113,-1.25556987026834,0.078,0.239,1.06709317780397e-108
"EMP3",6.28283309752212e-113,0.844395376454691,0.483,0.301,1.16182149639379e-108
"DNM2",6.46214026024398e-113,0.941832456290545,0.485,0.313,1.19497897692432e-108
"CFD",7.87036411638648e-112,0.580108880701048,0.703,0.574,1.45538773240219e-107
"HSPB1",1.28960511379424e-111,0.567325667477446,0.769,0.72,2.38473777642832e-107
"PRPF8",1.40277854784216e-111,0.990818142326825,0.448,0.265,2.59401809066973e-107
"CLEC10A",1.93910545072632e-111,3.81649759250522,0.104,0.009,3.5857937994831e-107
"IGF2BP3",2.14506817042385e-111,-1.13448815741023,0.182,0.377,3.96666006074779e-107
"FPR3",2.79444285023311e-111,2.53699111219753,0.168,0.044,5.16748371865107e-107
"PIK3R2",9.23629246121927e-111,-4.26211813604998,0.005,0.104,1.70797520192867e-106
"TMSB10",1.26674711139943e-110,0.275756048830802,0.927,0.98,2.34246875839983e-106
"NPHS1",1.44909352704899e-110,-2.72334097719091,0.012,0.12,2.67966375021899e-106
"AKAP12",2.61503517237234e-110,-1.27754493673949,0.136,0.313,4.83572304075092e-106
"FUS",3.02524443711664e-110,0.719905477626982,0.647,0.507,5.59428201311609e-106
"ARPC1A",7.43611831158564e-110,-2.13378724778337,0.057,0.199,1.37508699817842e-105
